"","annot_site_detected","alt_site_detected","alt_site_detected_meydan","annot_site_detected_meydan","riboseq_reads_detected"
"b2181_2278237",TRUE,TRUE,FALSE,FALSE,TRUE
"b2182_2279760",TRUE,FALSE,FALSE,FALSE,TRUE
"b2183_2280483",FALSE,TRUE,FALSE,FALSE,TRUE
"b2184_2280632",TRUE,FALSE,FALSE,FALSE,TRUE
"b2185_2282517",TRUE,FALSE,FALSE,TRUE,TRUE
"b2186_2283947",TRUE,FALSE,FALSE,FALSE,TRUE
"b2187_2284129",FALSE,FALSE,FALSE,FALSE,TRUE
"b2188_2284376",FALSE,FALSE,FALSE,FALSE,TRUE
"b2190_2290180",TRUE,FALSE,FALSE,FALSE,TRUE
"b2190_2288914",FALSE,FALSE,FALSE,FALSE,TRUE
"b2192_2290081",FALSE,FALSE,FALSE,FALSE,FALSE
"b2193_2290500",TRUE,FALSE,FALSE,TRUE,TRUE
"b2194_2292410",TRUE,FALSE,FALSE,FALSE,TRUE
"b2195_2292964",TRUE,FALSE,FALSE,FALSE,TRUE
"b2196_2294904",FALSE,FALSE,FALSE,FALSE,FALSE
"b2197_2295380",TRUE,FALSE,FALSE,FALSE,TRUE
"b2198_2295586",FALSE,FALSE,FALSE,FALSE,TRUE
"b2199_2296320",TRUE,FALSE,FALSE,FALSE,TRUE
"b2200_2297024",FALSE,FALSE,FALSE,FALSE,TRUE
"b2201_2297644",FALSE,FALSE,FALSE,FALSE,TRUE
"b2202_2298259",TRUE,TRUE,FALSE,FALSE,TRUE
"b2203_2298718",TRUE,FALSE,FALSE,FALSE,TRUE
"b2204_2299578",TRUE,FALSE,FALSE,FALSE,TRUE
"b2205_2300260",FALSE,TRUE,FALSE,FALSE,TRUE
"b2206_2302753",TRUE,FALSE,FALSE,FALSE,TRUE
"b2207_2303013",TRUE,FALSE,FALSE,FALSE,TRUE
"b2208_2303497",TRUE,TRUE,FALSE,FALSE,TRUE
"b2209_2303905",TRUE,FALSE,FALSE,TRUE,TRUE
"b2210_2306754",TRUE,FALSE,FALSE,FALSE,TRUE
"b2211_2308615",TRUE,FALSE,FALSE,FALSE,TRUE
"b2212_2309341",TRUE,FALSE,FALSE,FALSE,TRUE
"b2213_2310405",FALSE,FALSE,FALSE,FALSE,TRUE
"b2214_2311534",FALSE,FALSE,FALSE,FALSE,TRUE
"b2215_2312749",TRUE,FALSE,FALSE,FALSE,TRUE
"b2216_2313488",FALSE,FALSE,FALSE,TRUE,TRUE
"b2217_2316177",TRUE,FALSE,FALSE,TRUE,TRUE
"b2218_2319876",FALSE,FALSE,FALSE,FALSE,TRUE
"b2219_2320043",TRUE,FALSE,FALSE,FALSE,TRUE
"b2220_2321866",FALSE,FALSE,FALSE,FALSE,TRUE
"b2221_2323447",TRUE,FALSE,FALSE,FALSE,TRUE
"b2222_2324109",TRUE,FALSE,FALSE,FALSE,TRUE
"b2223_2324756",FALSE,FALSE,FALSE,FALSE,TRUE
"b2224_2326109",TRUE,FALSE,FALSE,FALSE,TRUE
"b2225_2328143",TRUE,FALSE,FALSE,FALSE,TRUE
"b2226_2329797",TRUE,TRUE,FALSE,FALSE,TRUE
"b4500_2334402",TRUE,FALSE,FALSE,FALSE,TRUE
"b2229_2334959",FALSE,FALSE,FALSE,FALSE,FALSE
"b2230_2336644",TRUE,TRUE,FALSE,FALSE,TRUE
"b2231_2339420",TRUE,FALSE,FALSE,FALSE,TRUE
"b2232_2339567",TRUE,FALSE,TRUE,TRUE,TRUE
"b2233_2344169",TRUE,FALSE,FALSE,FALSE,TRUE
"b2234_2344865",TRUE,FALSE,FALSE,TRUE,TRUE
"b2235_2347384",TRUE,FALSE,FALSE,TRUE,TRUE
"b2236_2348514",FALSE,FALSE,FALSE,FALSE,FALSE
"b2237_2349472",FALSE,FALSE,FALSE,FALSE,TRUE
"b2238_2349651",FALSE,TRUE,FALSE,FALSE,TRUE
"b2239_2351011",TRUE,FALSE,FALSE,FALSE,TRUE
"b2240_2352374",TRUE,TRUE,FALSE,FALSE,TRUE
"b2241_2352647",TRUE,FALSE,FALSE,FALSE,TRUE
"b2242_2354265",TRUE,TRUE,FALSE,FALSE,TRUE
"b2243_2355521",TRUE,FALSE,FALSE,FALSE,TRUE
"b2244_2356904",FALSE,FALSE,FALSE,FALSE,TRUE
"b4543_2357804",TRUE,TRUE,FALSE,FALSE,TRUE
"b2245_2358845",TRUE,FALSE,FALSE,FALSE,TRUE
"b2246_2360152",FALSE,FALSE,FALSE,FALSE,TRUE
"b2247_2361414",TRUE,TRUE,FALSE,FALSE,TRUE
"b2248_2362211",FALSE,FALSE,FALSE,FALSE,TRUE
"b2249_2363633",TRUE,FALSE,FALSE,FALSE,TRUE
"b2250_2364275",TRUE,FALSE,FALSE,FALSE,TRUE
"b2251_2364554",FALSE,TRUE,FALSE,TRUE,TRUE
"b2252_2365620",TRUE,FALSE,FALSE,FALSE,TRUE
"b2253_2365928",TRUE,FALSE,FALSE,FALSE,TRUE
"b2254_2367071",TRUE,TRUE,FALSE,FALSE,TRUE
"b2255_2368039",TRUE,FALSE,FALSE,FALSE,TRUE
"b2256_2370018",TRUE,FALSE,FALSE,FALSE,TRUE
"b2257_2370908",FALSE,FALSE,FALSE,FALSE,FALSE
"b4544_2372557",FALSE,FALSE,FALSE,FALSE,FALSE
"b2258_2372892",FALSE,FALSE,FALSE,FALSE,TRUE
"b2259_2373538",TRUE,FALSE,FALSE,FALSE,TRUE
"b2260_2375003",FALSE,FALSE,FALSE,FALSE,TRUE
"b2261_2375962",FALSE,FALSE,FALSE,FALSE,FALSE
"b2262_2376819",FALSE,FALSE,FALSE,FALSE,TRUE
"b2263_2377592",FALSE,FALSE,FALSE,FALSE,FALSE
"b2264_2379259",FALSE,FALSE,FALSE,FALSE,TRUE
"b2265_2380643",FALSE,FALSE,FALSE,FALSE,TRUE
"b2266_2381027",TRUE,FALSE,FALSE,FALSE,TRUE
"b2267_2381543",TRUE,FALSE,FALSE,FALSE,TRUE
"b2268_2381608",FALSE,FALSE,FALSE,FALSE,TRUE
"b2269_2382713",FALSE,FALSE,FALSE,FALSE,TRUE
"b2270_2385722",FALSE,FALSE,FALSE,FALSE,FALSE
"b2271_2385860",FALSE,FALSE,FALSE,FALSE,TRUE
"b2272_2386934",TRUE,FALSE,FALSE,FALSE,TRUE
"b2273_2388426",TRUE,FALSE,FALSE,FALSE,TRUE
"b2274_2388635",TRUE,TRUE,FALSE,FALSE,TRUE
"b2275_2389116",FALSE,FALSE,FALSE,FALSE,TRUE
"b2276_2391505",FALSE,FALSE,FALSE,FALSE,TRUE
"b2277_2393041",TRUE,FALSE,FALSE,FALSE,TRUE
"b2278_2395046",TRUE,FALSE,FALSE,FALSE,TRUE
"b2279_2395345",FALSE,FALSE,FALSE,FALSE,TRUE
"b2280_2395896",TRUE,FALSE,FALSE,FALSE,TRUE
"b2281_2396450",FALSE,FALSE,FALSE,FALSE,TRUE
"b2282_2397442",TRUE,FALSE,FALSE,FALSE,TRUE
"b2283_2400165",TRUE,FALSE,FALSE,FALSE,TRUE
"b2284_2401555",FALSE,FALSE,FALSE,FALSE,TRUE
"b2285_2402052",FALSE,FALSE,FALSE,FALSE,TRUE
"b2286_2403845",FALSE,FALSE,FALSE,FALSE,TRUE
"b2287_2404613",TRUE,FALSE,FALSE,FALSE,TRUE
"b2288_2405072",TRUE,TRUE,FALSE,FALSE,TRUE
"b2289_2406641",TRUE,FALSE,FALSE,FALSE,TRUE
"b2290_2407561",FALSE,FALSE,FALSE,FALSE,TRUE
"b2291_2408862",FALSE,FALSE,FALSE,FALSE,FALSE
"b2292_2411352",TRUE,TRUE,FALSE,FALSE,TRUE
"b2293_2412089",TRUE,TRUE,FALSE,FALSE,TRUE
"b2294_2412594",TRUE,FALSE,FALSE,FALSE,TRUE
"b2295_2413132",TRUE,FALSE,FALSE,FALSE,TRUE
"b2296_2413470",TRUE,FALSE,FALSE,TRUE,TRUE
"b2297_2414747",TRUE,FALSE,FALSE,TRUE,TRUE
"b2298_2417081",TRUE,TRUE,FALSE,FALSE,TRUE
"b2299_2419176",TRUE,TRUE,FALSE,FALSE,TRUE
"b2300_2419788",TRUE,FALSE,FALSE,FALSE,TRUE
"b2301_2420485",FALSE,FALSE,FALSE,FALSE,TRUE
"b2302_2420621",FALSE,FALSE,FALSE,FALSE,TRUE
"b2303_2421325",TRUE,FALSE,FALSE,TRUE,TRUE
"b2304_2421708",FALSE,TRUE,TRUE,TRUE,TRUE
"b2305_2423539",TRUE,FALSE,FALSE,FALSE,TRUE
"b2306_2424509",TRUE,FALSE,FALSE,FALSE,TRUE
"b2307_2425233",TRUE,TRUE,FALSE,FALSE,TRUE
"b2308_2425916",FALSE,FALSE,FALSE,FALSE,TRUE
"b2309_2426788",TRUE,FALSE,FALSE,FALSE,TRUE
"b2310_2427791",TRUE,FALSE,FALSE,FALSE,TRUE
"b2311_2428626",FALSE,FALSE,FALSE,FALSE,TRUE
"b2312_2430238",TRUE,FALSE,FALSE,FALSE,TRUE
"b2313_2430763",FALSE,FALSE,FALSE,FALSE,TRUE
"b2314_2431684",TRUE,FALSE,FALSE,FALSE,TRUE
"b2315_2432942",FALSE,FALSE,FALSE,FALSE,TRUE
"b2316_2433926",TRUE,FALSE,FALSE,FALSE,TRUE
"b2317_2434741",TRUE,FALSE,FALSE,FALSE,TRUE
"b2318_2435636",FALSE,FALSE,FALSE,FALSE,FALSE
"b2319_2436649",TRUE,FALSE,FALSE,FALSE,TRUE
"b2320_2437851",TRUE,FALSE,FALSE,FALSE,TRUE
"b2321_2437950",FALSE,FALSE,FALSE,FALSE,TRUE
"b2322_2440120",FALSE,TRUE,FALSE,FALSE,TRUE
"b2323_2441605",TRUE,FALSE,FALSE,FALSE,TRUE
"b2324_2441764",FALSE,FALSE,FALSE,FALSE,TRUE
"b2325_2444169",TRUE,FALSE,FALSE,FALSE,TRUE
"b2326_2444751",TRUE,FALSE,FALSE,FALSE,TRUE
"b2327_2445560",TRUE,FALSE,FALSE,FALSE,TRUE
"b2328_2446384",TRUE,FALSE,FALSE,FALSE,TRUE
"b2329_2447473",TRUE,TRUE,FALSE,FALSE,TRUE
"b2330_2448440",TRUE,FALSE,FALSE,FALSE,TRUE
"b2331_2448606",TRUE,FALSE,FALSE,TRUE,TRUE
"b2332_2450049",TRUE,FALSE,FALSE,FALSE,TRUE
"b2333_2450590",TRUE,FALSE,FALSE,FALSE,TRUE
"b2334_2451075",FALSE,FALSE,FALSE,FALSE,TRUE
"b2335_2451584",FALSE,FALSE,FALSE,FALSE,TRUE
"b2336_2452336",TRUE,FALSE,FALSE,FALSE,TRUE
"b4661_2455001",FALSE,FALSE,FALSE,FALSE,TRUE
"b2339_2455646",TRUE,FALSE,FALSE,FALSE,TRUE
"b2340_2456812",FALSE,FALSE,FALSE,FALSE,TRUE
"b2341_2459159",FALSE,FALSE,FALSE,FALSE,TRUE
"b2342_2460469",TRUE,FALSE,FALSE,FALSE,TRUE
"b2343_2460934",TRUE,FALSE,FALSE,FALSE,TRUE
"b2344_2461306",TRUE,FALSE,FALSE,TRUE,TRUE
"b2345_2463012",FALSE,FALSE,FALSE,FALSE,TRUE
"b2346_2465007",TRUE,FALSE,FALSE,FALSE,TRUE
"b2347_2465301",TRUE,FALSE,FALSE,FALSE,TRUE
"b2349_2466545",FALSE,TRUE,FALSE,FALSE,TRUE
"b2350_2467855",FALSE,FALSE,FALSE,FALSE,TRUE
"b2351_2468214",TRUE,FALSE,FALSE,TRUE,TRUE
"b2352_2469131",TRUE,FALSE,FALSE,TRUE,TRUE
"b2353_2470815",FALSE,FALSE,FALSE,FALSE,FALSE
"b2354_2471517",TRUE,FALSE,FALSE,FALSE,TRUE
"b2355_2472122",FALSE,TRUE,FALSE,FALSE,TRUE
"b2356_2472387",TRUE,FALSE,FALSE,FALSE,TRUE
"b2357_2472881",FALSE,TRUE,FALSE,FALSE,TRUE
"b2358_2473585",FALSE,FALSE,FALSE,FALSE,FALSE
"b2359_2473604",TRUE,FALSE,FALSE,FALSE,TRUE
"b2360_2474032",TRUE,FALSE,FALSE,FALSE,TRUE
"b2361_2474984",TRUE,FALSE,FALSE,FALSE,TRUE
"b2362_2475511",TRUE,FALSE,FALSE,FALSE,TRUE
"b2363_2475873",TRUE,TRUE,FALSE,FALSE,TRUE
"b4545_2476181",TRUE,FALSE,FALSE,FALSE,TRUE
"b4501_2476310",FALSE,FALSE,FALSE,TRUE,TRUE
"b2364_2477629",TRUE,FALSE,FALSE,FALSE,TRUE
"b2365_2477847",TRUE,TRUE,FALSE,FALSE,TRUE
"b2366_2479202",TRUE,TRUE,FALSE,FALSE,TRUE
"b2367_2482176",TRUE,FALSE,FALSE,FALSE,TRUE
"b2368_2483339",TRUE,TRUE,FALSE,FALSE,TRUE
"b2369_2483755",TRUE,FALSE,FALSE,TRUE,TRUE
"b2370_2484374",FALSE,FALSE,FALSE,FALSE,FALSE
"b2371_2489168",FALSE,FALSE,FALSE,FALSE,TRUE
"b2372_2490186",FALSE,FALSE,FALSE,FALSE,TRUE
"b2373_2491950",TRUE,FALSE,FALSE,FALSE,TRUE
"b2374_2493254",TRUE,TRUE,FALSE,FALSE,TRUE
"b2375_2494402",TRUE,FALSE,FALSE,FALSE,TRUE
"b2376_2494698",FALSE,TRUE,FALSE,FALSE,TRUE
"b2377_2495292",TRUE,FALSE,FALSE,FALSE,TRUE
"b2378_2495645",TRUE,TRUE,FALSE,FALSE,TRUE
"b4680_2496921",TRUE,FALSE,FALSE,TRUE,TRUE
"b2379_2498295",FALSE,FALSE,FALSE,FALSE,TRUE
"b2380_2498671",TRUE,FALSE,FALSE,FALSE,TRUE
"b2381_2500383",TRUE,TRUE,FALSE,FALSE,TRUE
"b2382_2501130",FALSE,FALSE,FALSE,FALSE,TRUE
"b2383_2504485",TRUE,FALSE,FALSE,FALSE,TRUE
"b2384_2505547",TRUE,FALSE,FALSE,FALSE,TRUE
"b2385_2506632",TRUE,FALSE,FALSE,FALSE,TRUE
"b2386_2507894",TRUE,FALSE,FALSE,FALSE,TRUE
"b2387_2508242",TRUE,FALSE,FALSE,FALSE,TRUE
"b2388_2509426",TRUE,TRUE,FALSE,FALSE,TRUE
"b2389_2509630",TRUE,FALSE,FALSE,FALSE,TRUE
"b2390_2511001",TRUE,FALSE,FALSE,TRUE,TRUE
"b2392_2512706",TRUE,FALSE,FALSE,FALSE,TRUE
"b2393_2513042",FALSE,FALSE,FALSE,TRUE,TRUE
"b2394_2514331",FALSE,FALSE,FALSE,FALSE,FALSE
"b2395_2517832",FALSE,TRUE,FALSE,FALSE,TRUE
"b2398_2518467",TRUE,TRUE,TRUE,FALSE,TRUE
"b2399_2518813",FALSE,TRUE,FALSE,FALSE,TRUE
"b2400_2520672",TRUE,FALSE,FALSE,FALSE,TRUE
"b2405_2522477",FALSE,FALSE,FALSE,FALSE,TRUE
"b2406_2523985",TRUE,FALSE,FALSE,FALSE,TRUE
"b2407_2524878",TRUE,FALSE,FALSE,FALSE,TRUE
"b2408_2525127",TRUE,TRUE,FALSE,FALSE,TRUE
"b2409_2526856",TRUE,TRUE,FALSE,FALSE,TRUE
"b2410_2526946",FALSE,FALSE,FALSE,FALSE,TRUE
"b4546_2528159",TRUE,FALSE,FALSE,FALSE,TRUE
"b2411_2530176",FALSE,FALSE,FALSE,FALSE,TRUE
"b2412_2531233",TRUE,FALSE,FALSE,FALSE,TRUE
"b2413_2531463",TRUE,FALSE,FALSE,TRUE,TRUE
"b2414_2532409",TRUE,FALSE,FALSE,TRUE,TRUE
"b2415_2533764",TRUE,FALSE,FALSE,TRUE,TRUE
"b2416_2534066",TRUE,FALSE,FALSE,TRUE,TRUE
"b2417_2535834",TRUE,FALSE,FALSE,TRUE,TRUE
"b2418_2537237",TRUE,FALSE,FALSE,FALSE,TRUE
"b2419_2537342",TRUE,TRUE,FALSE,TRUE,TRUE
"b2420_2537749",TRUE,FALSE,FALSE,TRUE,TRUE
"b2421_2539583",TRUE,FALSE,FALSE,FALSE,TRUE
"b2422_2540814",TRUE,FALSE,FALSE,FALSE,TRUE
"b2423_2541679",FALSE,FALSE,FALSE,FALSE,FALSE
"b2424_2542512",FALSE,FALSE,FALSE,FALSE,TRUE
"b2425_2543528",FALSE,FALSE,FALSE,FALSE,TRUE
"b2426_2544623",TRUE,FALSE,FALSE,FALSE,TRUE
"b2427_2545609",TRUE,FALSE,FALSE,FALSE,TRUE
"b2428_2545773",TRUE,FALSE,FALSE,FALSE,TRUE
"b2429_2546673",TRUE,FALSE,FALSE,FALSE,TRUE
"b2430_2548102",TRUE,TRUE,FALSE,FALSE,TRUE
"b2431_2550545",TRUE,FALSE,FALSE,FALSE,TRUE
"b2432_2551216",TRUE,FALSE,FALSE,FALSE,TRUE
"b2433_2551726",TRUE,FALSE,FALSE,FALSE,TRUE
"b2434_2552138",TRUE,TRUE,FALSE,FALSE,TRUE
"b2435_2552352",FALSE,FALSE,FALSE,FALSE,TRUE
"b2436_2553225",FALSE,FALSE,FALSE,FALSE,TRUE
"b2437_2555182",FALSE,FALSE,FALSE,FALSE,TRUE
"b2438_2555728",TRUE,FALSE,FALSE,FALSE,TRUE
"b2439_2556400",FALSE,FALSE,FALSE,FALSE,TRUE
"b2440_2557297",TRUE,FALSE,FALSE,FALSE,TRUE
"b2441_2558679",TRUE,TRUE,FALSE,FALSE,TRUE
"b2442_2558858",TRUE,FALSE,FALSE,TRUE,TRUE
"b2443_2560257",TRUE,TRUE,TRUE,FALSE,TRUE
"b2444_2561368",FALSE,FALSE,FALSE,FALSE,TRUE
"b2445_2561625",FALSE,FALSE,FALSE,FALSE,TRUE
"b2446_2562111",TRUE,TRUE,FALSE,FALSE,TRUE
"b2447_2562524",TRUE,FALSE,FALSE,TRUE,TRUE
"b2448_2563592",TRUE,FALSE,FALSE,FALSE,TRUE
"b2449_2563980",TRUE,FALSE,FALSE,TRUE,TRUE
"b2450_2564523",TRUE,FALSE,FALSE,TRUE,TRUE
"b2451_2566884",TRUE,FALSE,FALSE,FALSE,TRUE
"b2452_2568107",TRUE,FALSE,FALSE,FALSE,TRUE
"b2453_2569511",TRUE,FALSE,FALSE,FALSE,TRUE
"b2454_2570337",TRUE,FALSE,FALSE,FALSE,TRUE
"b2455_2571751",TRUE,FALSE,FALSE,FALSE,TRUE
"b2456_2572050",FALSE,FALSE,FALSE,FALSE,TRUE
"b2457_2572450",TRUE,FALSE,FALSE,FALSE,TRUE
"b2458_2573505",TRUE,TRUE,FALSE,FALSE,TRUE
"b2459_2574305",FALSE,FALSE,FALSE,FALSE,FALSE
"b2460_2575003",TRUE,FALSE,FALSE,FALSE,TRUE
"b2461_2575457",FALSE,TRUE,FALSE,FALSE,TRUE
"b2462_2575805",TRUE,FALSE,FALSE,FALSE,TRUE
"b2463_2578377",TRUE,FALSE,FALSE,FALSE,TRUE
"b2464_2578666",TRUE,FALSE,FALSE,TRUE,TRUE
"b2465_2579636",TRUE,FALSE,FALSE,FALSE,TRUE
"b2466_2582777",FALSE,FALSE,FALSE,FALSE,TRUE
"b2467_2583478",FALSE,FALSE,FALSE,FALSE,TRUE
"b2468_2585525",TRUE,FALSE,FALSE,FALSE,TRUE
"b2469_2585731",TRUE,FALSE,FALSE,TRUE,TRUE
"b2470_2587595",FALSE,FALSE,FALSE,FALSE,TRUE
"b4606_2590866",TRUE,FALSE,FALSE,FALSE,TRUE
"b2471_2591247",TRUE,FALSE,FALSE,TRUE,TRUE
"b2472_2591607",TRUE,FALSE,FALSE,TRUE,TRUE
"b4547_2592762",TRUE,FALSE,FALSE,TRUE,TRUE
"b2473_2593770",TRUE,FALSE,FALSE,FALSE,TRUE
"b2474_2595859",FALSE,FALSE,FALSE,FALSE,TRUE
"b2475_2596737",TRUE,FALSE,FALSE,FALSE,TRUE
"b2476_2597618",TRUE,FALSE,FALSE,FALSE,TRUE
"b2477_2598865",TRUE,FALSE,FALSE,FALSE,TRUE
"b2478_2599760",TRUE,FALSE,FALSE,FALSE,TRUE
"b2479_2599906",FALSE,FALSE,FALSE,FALSE,TRUE
"b2480_2600478",TRUE,FALSE,TRUE,TRUE,TRUE
"b2481_2601201",TRUE,FALSE,FALSE,FALSE,TRUE
"b2482_2601818",FALSE,FALSE,FALSE,FALSE,TRUE
"b2483_2603847",TRUE,FALSE,FALSE,FALSE,TRUE
"b2484_2604811",TRUE,FALSE,FALSE,FALSE,TRUE
"b2485_2606262",TRUE,FALSE,FALSE,FALSE,TRUE
"b2486_2606917",FALSE,FALSE,FALSE,FALSE,TRUE
"b2487_2608487",TRUE,FALSE,FALSE,FALSE,TRUE
"b2488_2610164",TRUE,TRUE,FALSE,FALSE,TRUE
"b2489_2610706",TRUE,TRUE,FALSE,FALSE,TRUE
"b2490_2611457",FALSE,FALSE,FALSE,FALSE,TRUE
"b2491_2611900",TRUE,TRUE,FALSE,FALSE,TRUE
"b2492_2613934",FALSE,FALSE,FALSE,FALSE,TRUE
"b2493_2615881",TRUE,TRUE,FALSE,FALSE,TRUE
"b2494_2616094",TRUE,FALSE,FALSE,TRUE,TRUE
"b2495_2617578",TRUE,FALSE,FALSE,FALSE,TRUE
"b2496_2618776",FALSE,FALSE,FALSE,FALSE,TRUE
"b2497_2620160",TRUE,FALSE,FALSE,FALSE,TRUE
"b2498_2620872",TRUE,FALSE,FALSE,FALSE,TRUE
"b2499_2621197",FALSE,FALSE,FALSE,TRUE,TRUE
"b2500_2622234",TRUE,FALSE,FALSE,TRUE,TRUE
"b2501_2623044",TRUE,TRUE,FALSE,TRUE,TRUE
"b2502_2625115",TRUE,FALSE,FALSE,FALSE,TRUE
"b2503_2628938",FALSE,FALSE,FALSE,FALSE,TRUE
"b2504_2629290",FALSE,FALSE,FALSE,TRUE,TRUE
"b2505_2629792",TRUE,FALSE,FALSE,FALSE,TRUE
"b2506_2630326",TRUE,FALSE,FALSE,FALSE,TRUE
"b2507_2632535",TRUE,FALSE,FALSE,FALSE,TRUE
"b2508_2634070",FALSE,FALSE,FALSE,FALSE,TRUE
"b2509_2634232",FALSE,FALSE,FALSE,FALSE,FALSE
"b2510_2635814",TRUE,TRUE,FALSE,FALSE,TRUE
"b2511_2637356",TRUE,FALSE,FALSE,FALSE,TRUE
"b2512_2638652",TRUE,FALSE,FALSE,FALSE,TRUE
"b2513_2639283",TRUE,FALSE,FALSE,FALSE,TRUE
"b2514_2640575",TRUE,FALSE,FALSE,FALSE,TRUE
"b2515_2641804",TRUE,FALSE,FALSE,FALSE,TRUE
"b2516_2642844",TRUE,FALSE,FALSE,FALSE,TRUE
"b2517_2644283",FALSE,TRUE,FALSE,FALSE,TRUE
"b2518_2644864",TRUE,FALSE,FALSE,FALSE,TRUE
"b2519_2647325",FALSE,FALSE,FALSE,FALSE,TRUE
"b2520_2652287",TRUE,FALSE,FALSE,FALSE,TRUE
"b2521_2652494",TRUE,FALSE,FALSE,TRUE,TRUE
"b2522_2654933",FALSE,FALSE,FALSE,FALSE,TRUE
"b2523_2656358",TRUE,FALSE,FALSE,FALSE,TRUE
"b2524_2656736",TRUE,FALSE,FALSE,FALSE,TRUE
"b2525_2657083",TRUE,FALSE,FALSE,FALSE,TRUE
"b2526_2658935",TRUE,FALSE,FALSE,FALSE,TRUE
"b2527_2659467",FALSE,FALSE,FALSE,FALSE,FALSE
"b2528_2659886",TRUE,FALSE,FALSE,FALSE,TRUE
"b2529_2660289",TRUE,FALSE,FALSE,FALSE,TRUE
"b2530_2661531",TRUE,FALSE,FALSE,FALSE,TRUE
"b2531_2662131",TRUE,FALSE,FALSE,FALSE,TRUE
"b2532_2663323",TRUE,FALSE,FALSE,FALSE,TRUE
"b2533_2663442",TRUE,FALSE,FALSE,TRUE,TRUE
"b2534_2664390",FALSE,FALSE,FALSE,FALSE,FALSE
"b2535_2665435",TRUE,FALSE,FALSE,FALSE,TRUE
"b2536_2667846",TRUE,FALSE,FALSE,FALSE,TRUE
"b2537_2668896",TRUE,FALSE,FALSE,FALSE,TRUE
"b4706_2668071",FALSE,FALSE,FALSE,FALSE,TRUE
"b2538_2669032",TRUE,FALSE,FALSE,FALSE,TRUE
"b2539_2670390",TRUE,TRUE,FALSE,FALSE,TRUE
"b2540_2670908",TRUE,FALSE,FALSE,FALSE,TRUE
"b2541_2671225",TRUE,FALSE,FALSE,FALSE,TRUE
"b2542_2672047",TRUE,FALSE,FALSE,FALSE,TRUE
"b2543_2673346",TRUE,FALSE,FALSE,TRUE,TRUE
"b2544_2674688",TRUE,FALSE,FALSE,FALSE,TRUE
"b2545_2675761",TRUE,FALSE,FALSE,FALSE,TRUE
"b2546_2676825",TRUE,FALSE,FALSE,FALSE,TRUE
"b2547_2678361",FALSE,FALSE,FALSE,FALSE,TRUE
"b2548_2679367",FALSE,FALSE,FALSE,FALSE,TRUE
"b2549_2682745",FALSE,FALSE,FALSE,FALSE,TRUE
"b2550_2682863",FALSE,FALSE,FALSE,FALSE,TRUE
"b2551_2685507",TRUE,FALSE,FALSE,FALSE,TRUE
"b2552_2685835",TRUE,FALSE,FALSE,FALSE,TRUE
"b2553_2687408",TRUE,FALSE,FALSE,FALSE,TRUE
"b2554_2688803",FALSE,FALSE,FALSE,FALSE,TRUE
"b2555_2689506",FALSE,TRUE,FALSE,FALSE,TRUE
"b2556_2691098",FALSE,FALSE,FALSE,FALSE,FALSE
"b2557_2695543",TRUE,FALSE,FALSE,FALSE,TRUE
"b2558_2695801",FALSE,TRUE,FALSE,FALSE,TRUE
"b2559_2697857",FALSE,FALSE,FALSE,FALSE,TRUE
"b2560_2698550",TRUE,FALSE,FALSE,FALSE,TRUE
"b2561_2698759",TRUE,FALSE,FALSE,TRUE,TRUE
"b2562_2699663",FALSE,FALSE,FALSE,TRUE,TRUE
"b4687_2700197",FALSE,FALSE,FALSE,FALSE,TRUE
"b2563_2700998",FALSE,FALSE,FALSE,FALSE,TRUE
"b2564_2701729",TRUE,FALSE,FALSE,FALSE,TRUE
"b2565_2702469",FALSE,FALSE,FALSE,FALSE,TRUE
"b2566_2703386",TRUE,FALSE,FALSE,FALSE,TRUE
"b2567_2704063",FALSE,FALSE,FALSE,FALSE,FALSE
"b2568_2705309",TRUE,FALSE,FALSE,FALSE,TRUE
"b2569_2707124",TRUE,FALSE,FALSE,FALSE,TRUE
"b2570_2707801",FALSE,FALSE,FALSE,FALSE,TRUE
"b2571_2708754",TRUE,FALSE,FALSE,FALSE,TRUE
"b2572_2709404",TRUE,FALSE,FALSE,FALSE,TRUE
"b2573_2710012",TRUE,FALSE,FALSE,FALSE,TRUE
"b2574_2710420",TRUE,TRUE,FALSE,FALSE,TRUE
"b2575_2712764",FALSE,FALSE,FALSE,FALSE,TRUE
"b2576_2712896",TRUE,FALSE,FALSE,TRUE,TRUE
"b2577_2715320",TRUE,TRUE,FALSE,FALSE,TRUE
"b2578_2715423",TRUE,FALSE,FALSE,FALSE,TRUE
"b2579_2716449",TRUE,FALSE,FALSE,FALSE,TRUE
"b2580_2716754",TRUE,FALSE,FALSE,TRUE,TRUE
"b2581_2718528",TRUE,FALSE,FALSE,FALSE,TRUE
"b2582_2718735",FALSE,FALSE,TRUE,TRUE,TRUE
"b2583_2719223",FALSE,FALSE,FALSE,FALSE,FALSE
"b2584_2719953",FALSE,FALSE,FALSE,FALSE,TRUE
"b2585_2722727",FALSE,FALSE,FALSE,FALSE,TRUE
"b2586_2724128",FALSE,FALSE,FALSE,FALSE,TRUE
"b2587_2725746",TRUE,FALSE,FALSE,FALSE,TRUE
"b2592_2734173",TRUE,FALSE,FALSE,FALSE,TRUE
"b2593_2735034",TRUE,TRUE,FALSE,FALSE,TRUE
"b2594_2736011",TRUE,FALSE,FALSE,FALSE,TRUE
"b2595_2736146",TRUE,FALSE,FALSE,TRUE,TRUE
