"","annot_site_detected","alt_site_detected","alt_site_detected_meydan","annot_site_detected_meydan","riboseq_reads_detected"
"b1488_1563076",TRUE,FALSE,FALSE,FALSE,TRUE
"b1489_1565733",TRUE,FALSE,FALSE,FALSE,TRUE
"b1490_1567140",TRUE,FALSE,FALSE,FALSE,TRUE
"b1491_1568823",FALSE,TRUE,FALSE,FALSE,TRUE
"b1492_1570489",TRUE,FALSE,FALSE,FALSE,TRUE
"b1493_1572045",TRUE,FALSE,FALSE,FALSE,TRUE
"b1494_1575202",TRUE,TRUE,FALSE,FALSE,TRUE
"b1495_1577619",TRUE,FALSE,FALSE,FALSE,TRUE
"b1496_1579342",FALSE,TRUE,FALSE,FALSE,TRUE
"b1497_1580790",FALSE,FALSE,FALSE,FALSE,TRUE
"b1498_1582524",TRUE,FALSE,FALSE,FALSE,TRUE
"b1499_1583687",TRUE,FALSE,FALSE,FALSE,TRUE
"b1500_1583959",FALSE,FALSE,FALSE,FALSE,FALSE
"b1501_1586486",TRUE,FALSE,FALSE,FALSE,TRUE
"b1502_1587734",FALSE,FALSE,FALSE,FALSE,TRUE
"b1503_1588296",FALSE,TRUE,FALSE,FALSE,TRUE
"b1504_1588839",TRUE,FALSE,FALSE,FALSE,TRUE
"b1505_1590079",FALSE,TRUE,FALSE,FALSE,TRUE
"b1506_1590536",TRUE,FALSE,FALSE,FALSE,TRUE
"b1506_1590426",FALSE,TRUE,FALSE,FALSE,TRUE
"b1507_1592176",FALSE,FALSE,FALSE,FALSE,TRUE
"b1508_1592442",TRUE,FALSE,FALSE,FALSE,TRUE
"b4696_1597987",FALSE,FALSE,FALSE,FALSE,TRUE
"b4696_1594125",FALSE,TRUE,FALSE,FALSE,TRUE
"b1511_1600209",TRUE,FALSE,FALSE,FALSE,TRUE
"b1512_1601241",TRUE,TRUE,FALSE,FALSE,TRUE
"b1513_1601490",FALSE,FALSE,FALSE,FALSE,TRUE
"b1514_1603019",TRUE,FALSE,FALSE,FALSE,TRUE
"b1515_1604047",TRUE,FALSE,FALSE,FALSE,TRUE
"b1516_1605051",TRUE,FALSE,FALSE,FALSE,TRUE
"b1517_1606100",TRUE,TRUE,FALSE,FALSE,TRUE
"b1518_1606999",TRUE,FALSE,FALSE,FALSE,TRUE
"b1519_1607346",TRUE,FALSE,FALSE,FALSE,TRUE
"b1520_1609022",TRUE,FALSE,FALSE,FALSE,TRUE
"b1521_1610680",TRUE,FALSE,FALSE,FALSE,TRUE
"b1522_1611854",FALSE,FALSE,FALSE,FALSE,TRUE
"b1523_1612325",TRUE,FALSE,FALSE,FALSE,TRUE
"b1524_1613251",TRUE,TRUE,FALSE,FALSE,TRUE
"b1525_1614703",TRUE,FALSE,FALSE,FALSE,TRUE
"b1526_1614804",TRUE,FALSE,FALSE,FALSE,TRUE
"b1527_1615763",FALSE,TRUE,FALSE,FALSE,TRUE
"b1528_1617028",FALSE,FALSE,FALSE,FALSE,FALSE
"b1529_1618908",TRUE,FALSE,FALSE,FALSE,TRUE
"b1530_1619120",TRUE,FALSE,FALSE,TRUE,TRUE
"b1531_1619574",TRUE,FALSE,FALSE,TRUE,TRUE
"b1532_1619989",FALSE,FALSE,FALSE,TRUE,TRUE
"b1533_1621137",TRUE,FALSE,FALSE,FALSE,TRUE
"b1534_1621332",TRUE,FALSE,FALSE,TRUE,TRUE
"b4599_1622646",TRUE,TRUE,TRUE,TRUE,TRUE
"b1535_1623850",TRUE,FALSE,FALSE,FALSE,TRUE
"b1536_1624497",TRUE,FALSE,FALSE,FALSE,TRUE
"b1537_1624773",TRUE,TRUE,FALSE,FALSE,TRUE
"b1538_1627380",TRUE,FALSE,FALSE,FALSE,TRUE
"b1539_1627517",TRUE,FALSE,FALSE,TRUE,TRUE
"b1540_1628352",TRUE,FALSE,FALSE,FALSE,TRUE
"b1541_1629215",TRUE,FALSE,FALSE,FALSE,TRUE
"b1542_1630913",TRUE,FALSE,FALSE,FALSE,TRUE
"b4600_1652838",TRUE,TRUE,FALSE,FALSE,TRUE
"b4600_1632285",FALSE,TRUE,FALSE,FALSE,TRUE
"b1544_1633072",FALSE,FALSE,FALSE,FALSE,TRUE
"b1545_1633622",FALSE,FALSE,FALSE,FALSE,FALSE
"b1546_1634885",FALSE,FALSE,FALSE,FALSE,FALSE
"b1547_1635847",FALSE,FALSE,FALSE,FALSE,TRUE
"b1548_1636367",FALSE,FALSE,FALSE,FALSE,FALSE
"b4533_1636756",FALSE,FALSE,FALSE,FALSE,TRUE
"b1549_1637047",TRUE,FALSE,FALSE,TRUE,TRUE
"b1550_1637782",TRUE,FALSE,FALSE,FALSE,TRUE
"b1551_1638109",FALSE,TRUE,FALSE,FALSE,TRUE
"b1552_1638667",TRUE,FALSE,FALSE,FALSE,TRUE
"b1553_1639527",TRUE,FALSE,FALSE,FALSE,TRUE
"b4689_1639334",TRUE,TRUE,FALSE,FALSE,TRUE
"b1554_1640057",FALSE,TRUE,FALSE,FALSE,TRUE
"b1555_1640365",TRUE,FALSE,FALSE,FALSE,TRUE
"b1556_1640585",TRUE,TRUE,FALSE,FALSE,TRUE
"b1557_1641554",TRUE,FALSE,FALSE,FALSE,TRUE
"b1558_1641855",FALSE,FALSE,FALSE,FALSE,TRUE
"b1559_1643241",TRUE,FALSE,FALSE,FALSE,TRUE
"b1560_1644304",FALSE,TRUE,FALSE,FALSE,TRUE
"b1561_1644902",TRUE,FALSE,FALSE,FALSE,TRUE
"b1562_1645274",TRUE,FALSE,FALSE,FALSE,TRUE
"b1563_1645633",TRUE,FALSE,FALSE,FALSE,TRUE
"b1564_1645872",TRUE,FALSE,FALSE,FALSE,TRUE
"b1565_1645897",FALSE,FALSE,FALSE,FALSE,TRUE
"b1566_1646405",TRUE,FALSE,FALSE,FALSE,TRUE
"b1567_1647356",FALSE,TRUE,FALSE,FALSE,TRUE
"b1568_1647636",FALSE,FALSE,FALSE,FALSE,TRUE
"b1569_1647850",TRUE,FALSE,FALSE,FALSE,TRUE
"b1570_1647934",TRUE,TRUE,FALSE,FALSE,TRUE
"b1571_1648508",TRUE,FALSE,FALSE,FALSE,TRUE
"b1572_1648665",TRUE,FALSE,FALSE,FALSE,TRUE
"b1573_1648823",TRUE,FALSE,FALSE,FALSE,TRUE
"b1575_1649609",TRUE,FALSE,FALSE,FALSE,TRUE
"b1576_1649794",TRUE,TRUE,FALSE,FALSE,TRUE
"b1577_1650078",TRUE,FALSE,FALSE,FALSE,TRUE
"b1578_1650845",FALSE,FALSE,FALSE,FALSE,TRUE
"b1579_1651551",FALSE,TRUE,FALSE,FALSE,TRUE
"b1580_1653915",TRUE,FALSE,FALSE,FALSE,TRUE
"b1581_1655141",TRUE,FALSE,FALSE,FALSE,TRUE
"b1582_1655673",TRUE,FALSE,FALSE,FALSE,TRUE
"b1583_1655808",TRUE,TRUE,FALSE,TRUE,TRUE
"b1584_1656184",TRUE,FALSE,FALSE,TRUE,TRUE
"b1585_1657457",FALSE,TRUE,FALSE,FALSE,TRUE
"b1586_1657565",TRUE,FALSE,FALSE,TRUE,TRUE
"b1587_1658069",TRUE,FALSE,FALSE,FALSE,TRUE
"b1588_1660556",FALSE,FALSE,FALSE,FALSE,TRUE
"b1589_1662990",TRUE,FALSE,FALSE,FALSE,TRUE
"b1590_1663609",TRUE,FALSE,FALSE,TRUE,TRUE
"b1591_1664506",TRUE,FALSE,FALSE,TRUE,TRUE
"b1592_1665315",TRUE,FALSE,FALSE,FALSE,TRUE
"b1593_1667219",TRUE,FALSE,FALSE,FALSE,TRUE
"b1594_1668564",TRUE,FALSE,FALSE,FALSE,TRUE
"b1595_1669592",TRUE,TRUE,FALSE,FALSE,TRUE
"b1596_1669699",TRUE,FALSE,FALSE,TRUE,TRUE
"b1597_1671376",TRUE,FALSE,FALSE,FALSE,TRUE
"b4601_1671777",FALSE,FALSE,FALSE,FALSE,TRUE
"b1598_1671960",TRUE,FALSE,FALSE,FALSE,TRUE
"b1599_1673149",TRUE,FALSE,FALSE,FALSE,TRUE
"b1600_1673501",TRUE,FALSE,FALSE,FALSE,TRUE
"b1601_1673913",TRUE,FALSE,FALSE,FALSE,TRUE
"b1602_1676360",TRUE,FALSE,FALSE,FALSE,TRUE
"b1603_1677903",TRUE,TRUE,FALSE,FALSE,TRUE
"b1604_1678427",TRUE,FALSE,FALSE,TRUE,TRUE
"b1605_1679557",TRUE,FALSE,FALSE,TRUE,TRUE
"b1606_1680976",TRUE,FALSE,FALSE,FALSE,TRUE
"b1607_1682030",TRUE,FALSE,FALSE,FALSE,TRUE
"b1608_1682159",TRUE,TRUE,FALSE,FALSE,TRUE
"b1609_1682882",TRUE,FALSE,FALSE,FALSE,TRUE
"b1610_1684259",TRUE,FALSE,FALSE,FALSE,TRUE
"b1611_1686588",TRUE,FALSE,FALSE,FALSE,TRUE
"b1612_1688377",TRUE,FALSE,FALSE,FALSE,TRUE
"b1613_1688576",TRUE,TRUE,TRUE,TRUE,TRUE
"b1614_1689852",TRUE,FALSE,FALSE,TRUE,TRUE
"b1615_1692851",TRUE,FALSE,FALSE,FALSE,TRUE
"b1616_1694263",TRUE,FALSE,FALSE,FALSE,TRUE
"b1617_1696071",TRUE,FALSE,FALSE,FALSE,TRUE
"b1618_1697052",TRUE,TRUE,FALSE,FALSE,TRUE
"b1619_1698040",TRUE,FALSE,FALSE,FALSE,TRUE
"b1620_1699180",TRUE,TRUE,FALSE,FALSE,TRUE
"b1621_1699355",TRUE,TRUE,FALSE,FALSE,TRUE
"b1622_1700957",TRUE,TRUE,FALSE,FALSE,TRUE
"b1623_1702233",FALSE,FALSE,FALSE,FALSE,TRUE
"b1624_1704308",TRUE,TRUE,FALSE,FALSE,TRUE
"b4409_1704551",TRUE,FALSE,FALSE,TRUE,TRUE
"b1625_1704949",TRUE,FALSE,FALSE,TRUE,TRUE
"b1626_1705250",FALSE,FALSE,FALSE,TRUE,TRUE
"b1627_1705767",TRUE,TRUE,FALSE,TRUE,TRUE
"b1628_1706348",TRUE,FALSE,FALSE,TRUE,TRUE
"b1629_1706919",FALSE,FALSE,FALSE,FALSE,FALSE
"b1630_1709142",TRUE,FALSE,FALSE,FALSE,TRUE
"b1631_1710204",FALSE,FALSE,FALSE,FALSE,TRUE
"b1632_1710828",TRUE,FALSE,FALSE,FALSE,TRUE
"b1633_1711523",TRUE,FALSE,FALSE,TRUE,TRUE
"b1634_1712769",TRUE,FALSE,FALSE,TRUE,TRUE
"b1635_1714377",TRUE,FALSE,FALSE,TRUE,TRUE
"b1636_1715889",FALSE,FALSE,FALSE,FALSE,TRUE
"b1637_1717222",TRUE,FALSE,FALSE,FALSE,TRUE
"b1638_1718007",TRUE,FALSE,FALSE,FALSE,TRUE
"b1639_1718395",TRUE,FALSE,FALSE,FALSE,TRUE
"b1640_1719602",TRUE,FALSE,FALSE,FALSE,TRUE
"b1641_1719876",TRUE,FALSE,FALSE,TRUE,TRUE
"b1642_1720824",TRUE,FALSE,FALSE,FALSE,TRUE
"b1643_1721025",TRUE,FALSE,FALSE,TRUE,TRUE
"b1644_1721264",FALSE,FALSE,FALSE,TRUE,TRUE
"b1645_1722121",FALSE,FALSE,FALSE,FALSE,TRUE
"b1646_1724655",TRUE,FALSE,FALSE,FALSE,TRUE
"b1647_1725632",TRUE,FALSE,FALSE,FALSE,TRUE
"b1648_1725920",TRUE,FALSE,FALSE,FALSE,TRUE
"b1649_1726023",FALSE,TRUE,FALSE,FALSE,TRUE
"b1650_1726659",TRUE,FALSE,FALSE,TRUE,TRUE
"b1651_1727837",TRUE,FALSE,FALSE,TRUE,TRUE
"b1652_1728347",TRUE,FALSE,FALSE,FALSE,TRUE
"b1653_1729087",TRUE,FALSE,FALSE,FALSE,TRUE
"b1654_1734101",TRUE,FALSE,FALSE,FALSE,TRUE
"b1655_1734435",TRUE,FALSE,FALSE,TRUE,TRUE
"b1656_1735378",TRUE,FALSE,FALSE,TRUE,TRUE
"b1657_1737290",TRUE,TRUE,FALSE,FALSE,TRUE
"b4602_1737545",TRUE,FALSE,FALSE,FALSE,TRUE
"b1658_1737844",TRUE,TRUE,TRUE,TRUE,TRUE
"b1659_1739798",TRUE,TRUE,FALSE,FALSE,TRUE
"b1660_1739911",TRUE,FALSE,FALSE,FALSE,TRUE
"b1661_1741413",TRUE,FALSE,FALSE,TRUE,TRUE
"b1662_1743242",TRUE,FALSE,FALSE,FALSE,TRUE
"b1663_1743457",TRUE,TRUE,TRUE,TRUE,TRUE
"b1664_1746127",TRUE,FALSE,FALSE,FALSE,TRUE
"b1667_1746700",TRUE,TRUE,TRUE,TRUE,TRUE
"b1668_1747131",TRUE,FALSE,FALSE,FALSE,TRUE
"b1669_1749559",FALSE,TRUE,FALSE,FALSE,TRUE
"b1670_1750348",TRUE,FALSE,FALSE,FALSE,TRUE
"b1671_1751013",FALSE,TRUE,FALSE,FALSE,TRUE
"b1672_1751724",FALSE,TRUE,FALSE,FALSE,TRUE
"b1673_1753830",TRUE,FALSE,FALSE,FALSE,TRUE
"b1674_1754477",TRUE,FALSE,FALSE,FALSE,TRUE
"b1675_1755141",TRUE,FALSE,FALSE,FALSE,TRUE
"b1676_1755698",TRUE,TRUE,FALSE,FALSE,TRUE
"b1677_1757421",TRUE,FALSE,FALSE,TRUE,TRUE
"b1678_1758725",TRUE,FALSE,FALSE,FALSE,TRUE
"b1679_1759290",TRUE,FALSE,FALSE,FALSE,TRUE
"b1680_1760523",TRUE,FALSE,FALSE,FALSE,TRUE
"b1681_1761791",TRUE,FALSE,FALSE,FALSE,TRUE
"b1682_1762512",TRUE,FALSE,FALSE,FALSE,TRUE
"b1683_1764009",FALSE,FALSE,FALSE,FALSE,TRUE
"b1684_1764386",TRUE,FALSE,FALSE,FALSE,TRUE
"b1685_1765122",TRUE,TRUE,FALSE,FALSE,TRUE
"b1686_1765632",TRUE,FALSE,FALSE,FALSE,TRUE
"b1687_1768685",TRUE,TRUE,FALSE,FALSE,TRUE
"b1688_1769074",TRUE,FALSE,FALSE,TRUE,TRUE
"b1689_1770615",FALSE,FALSE,FALSE,FALSE,TRUE
"b1690_1771071",FALSE,FALSE,FALSE,FALSE,TRUE
"b1691_1772512",TRUE,FALSE,FALSE,FALSE,TRUE
"b1692_1773789",TRUE,FALSE,FALSE,FALSE,TRUE
"b1693_1774686",TRUE,FALSE,FALSE,FALSE,TRUE
"b1694_1775587",TRUE,TRUE,FALSE,FALSE,TRUE
"b1695_1777196",TRUE,FALSE,FALSE,FALSE,TRUE
"b1696_1779301",TRUE,FALSE,FALSE,FALSE,TRUE
"b1697_1779617",TRUE,FALSE,FALSE,FALSE,TRUE
"b1698_1780401",TRUE,TRUE,FALSE,FALSE,TRUE
"b1699_1781395",TRUE,FALSE,FALSE,FALSE,TRUE
"b1700_1782681",FALSE,FALSE,FALSE,FALSE,TRUE
"b1701_1783031",TRUE,FALSE,FALSE,FALSE,TRUE
"b1702_1787112",TRUE,TRUE,FALSE,FALSE,TRUE
"b1703_1787445",TRUE,FALSE,FALSE,TRUE,TRUE
"b1704_1788435",TRUE,FALSE,FALSE,TRUE,TRUE
"b1705_1789613",TRUE,FALSE,FALSE,FALSE,TRUE
"b1706_1791244",TRUE,FALSE,FALSE,FALSE,TRUE
"b1707_1792020",TRUE,FALSE,FALSE,FALSE,TRUE
"b1708_1792731",TRUE,FALSE,FALSE,FALSE,TRUE
"b1709_1793558",TRUE,FALSE,FALSE,FALSE,TRUE
"b1710_1794109",TRUE,FALSE,FALSE,FALSE,TRUE
"b1711_1795152",FALSE,TRUE,FALSE,FALSE,TRUE
"b1712_1795552",TRUE,FALSE,FALSE,FALSE,TRUE
"b1713_1797944",TRUE,FALSE,FALSE,FALSE,TRUE
"b1714_1798942",TRUE,FALSE,FALSE,FALSE,TRUE
"b1715_1799270",FALSE,TRUE,FALSE,FALSE,TRUE
"b1716_1799749",TRUE,FALSE,FALSE,FALSE,TRUE
"b1717_1799999",TRUE,TRUE,FALSE,FALSE,TRUE
"b1718_1800638",TRUE,TRUE,FALSE,FALSE,TRUE
"b1719_1802570",FALSE,FALSE,FALSE,FALSE,TRUE
"b4494_1803094",TRUE,FALSE,FALSE,FALSE,TRUE
"b4494_1803518",FALSE,TRUE,FALSE,FALSE,TRUE
"b4535_1805165",FALSE,FALSE,FALSE,FALSE,TRUE
"b1722_1806083",TRUE,FALSE,FALSE,FALSE,TRUE
"b1723_1806370",TRUE,FALSE,FALSE,TRUE,TRUE
"b1724_1807400",TRUE,FALSE,FALSE,FALSE,TRUE
"b1725_1807796",TRUE,FALSE,FALSE,FALSE,TRUE
"b1726_1809233",TRUE,FALSE,FALSE,FALSE,TRUE
"b1727_1809380",TRUE,FALSE,FALSE,TRUE,TRUE
"b1728_1810211",TRUE,FALSE,FALSE,FALSE,TRUE
"b1729_1810934",TRUE,FALSE,FALSE,TRUE,TRUE
"b1730_1813132",TRUE,FALSE,FALSE,FALSE,TRUE
"b1731_1813663",TRUE,FALSE,FALSE,FALSE,TRUE
"b1732_1813867",TRUE,FALSE,FALSE,TRUE,TRUE
"b1733_1817135",TRUE,FALSE,FALSE,FALSE,TRUE
"b1734_1818500",TRUE,FALSE,FALSE,FALSE,TRUE
"b1735_1819447",TRUE,FALSE,FALSE,FALSE,TRUE
"b1736_1819805",TRUE,FALSE,FALSE,FALSE,TRUE
"b1737_1821214",TRUE,TRUE,FALSE,FALSE,TRUE
"b1738_1821619",TRUE,FALSE,FALSE,FALSE,TRUE
"b1739_1822256",TRUE,FALSE,FALSE,FALSE,TRUE
"b1740_1822458",TRUE,FALSE,FALSE,TRUE,TRUE
"b1741_1823515",FALSE,TRUE,FALSE,FALSE,TRUE
"b1742_1824937",TRUE,FALSE,FALSE,FALSE,TRUE
"b1743_1825625",TRUE,FALSE,FALSE,FALSE,TRUE
"b1744_1826923",FALSE,FALSE,FALSE,FALSE,TRUE
"b1745_1828259",TRUE,FALSE,FALSE,FALSE,TRUE
"b1746_1829734",TRUE,TRUE,FALSE,FALSE,TRUE
"b1747_1830765",FALSE,FALSE,FALSE,FALSE,FALSE
"b1748_1831982",TRUE,FALSE,FALSE,FALSE,TRUE
"b1749_1832428",TRUE,FALSE,FALSE,FALSE,TRUE
"b1750_1833401",TRUE,FALSE,FALSE,FALSE,TRUE
"b1751_1834116",TRUE,FALSE,FALSE,FALSE,TRUE
"b1752_1834808",TRUE,TRUE,FALSE,FALSE,TRUE
"b1753_1835515",FALSE,FALSE,FALSE,FALSE,TRUE
"b1754_1836073",TRUE,FALSE,FALSE,FALSE,TRUE
"b1755_1837212",FALSE,FALSE,FALSE,FALSE,TRUE
"b1756_1838747",FALSE,FALSE,FALSE,FALSE,TRUE
"b1757_1839467",TRUE,FALSE,FALSE,FALSE,TRUE
"b1758_1841403",TRUE,FALSE,FALSE,FALSE,TRUE
"b1759_1841490",TRUE,TRUE,FALSE,FALSE,TRUE
"b1760_1842135",TRUE,FALSE,FALSE,FALSE,TRUE
"b1761_1842371",TRUE,FALSE,FALSE,TRUE,TRUE
"b1762_1844871",TRUE,TRUE,FALSE,FALSE,TRUE
"b1763_1846960",FALSE,TRUE,FALSE,FALSE,TRUE
"b1764_1848008",TRUE,FALSE,FALSE,FALSE,TRUE
"b1765_1848676",TRUE,FALSE,FALSE,FALSE,TRUE
"b1766_1848837",TRUE,FALSE,FALSE,TRUE,TRUE
"b1767_1850860",TRUE,TRUE,FALSE,FALSE,TRUE
"b1768_1851887",TRUE,TRUE,FALSE,FALSE,TRUE
"b1769_1853979",TRUE,TRUE,FALSE,FALSE,TRUE
"b1770_1854854",TRUE,FALSE,FALSE,FALSE,TRUE
"b1771_1855971",TRUE,TRUE,FALSE,FALSE,TRUE
"b1772_1856928",TRUE,FALSE,FALSE,FALSE,TRUE
"b1773_1857769",TRUE,FALSE,FALSE,FALSE,TRUE
"b1774_1858833",TRUE,FALSE,FALSE,FALSE,TRUE
"b1775_1860229",TRUE,FALSE,FALSE,FALSE,TRUE
"b1776_1861332",TRUE,TRUE,FALSE,FALSE,TRUE
"b1777_1861974",TRUE,FALSE,FALSE,FALSE,TRUE
"b1778_1862429",TRUE,TRUE,FALSE,FALSE,TRUE
"b1779_1862771",TRUE,FALSE,FALSE,TRUE,TRUE
"b1780_1863850",TRUE,TRUE,FALSE,FALSE,TRUE
"b1781_1865636",TRUE,FALSE,FALSE,FALSE,TRUE
"b1782_1866472",TRUE,FALSE,FALSE,FALSE,TRUE
"b1783_1866908",TRUE,FALSE,FALSE,TRUE,TRUE
"b1784_1868955",TRUE,TRUE,FALSE,FALSE,TRUE
"b1785_1870385",TRUE,FALSE,FALSE,FALSE,TRUE
"b1786_1872041",TRUE,FALSE,FALSE,TRUE,TRUE
"b1787_1873574",TRUE,FALSE,FALSE,TRUE,TRUE
"b1788_1874182",TRUE,FALSE,FALSE,FALSE,TRUE
"b1789_1874352",TRUE,FALSE,FALSE,FALSE,TRUE
"b1790_1875576",TRUE,TRUE,FALSE,FALSE,TRUE
"b1791_1875673",FALSE,FALSE,FALSE,FALSE,TRUE
"b1792_1876909",TRUE,FALSE,FALSE,TRUE,TRUE
"b1793_1877532",TRUE,FALSE,FALSE,FALSE,TRUE
"b1794_1877715",TRUE,FALSE,FALSE,TRUE,TRUE
"b4676_1878773",TRUE,TRUE,FALSE,FALSE,TRUE
"b4675_1878874",FALSE,TRUE,FALSE,TRUE,TRUE
"b1795_1879255",TRUE,FALSE,FALSE,FALSE,TRUE
"b1796_1879585",TRUE,FALSE,FALSE,FALSE,TRUE
"b1797_1879948",TRUE,FALSE,FALSE,FALSE,TRUE
"b1798_1880759",TRUE,FALSE,FALSE,FALSE,TRUE
"b1799_1881809",TRUE,FALSE,FALSE,FALSE,TRUE
"b1800_1881912",TRUE,FALSE,FALSE,FALSE,TRUE
"b1801_1883188",FALSE,FALSE,FALSE,FALSE,TRUE
"b1802_1884665",TRUE,FALSE,FALSE,FALSE,TRUE
"b1803_1885845",TRUE,FALSE,FALSE,FALSE,TRUE
"b1804_1887991",TRUE,FALSE,FALSE,FALSE,TRUE
"b1805_1889746",TRUE,FALSE,FALSE,FALSE,TRUE
"b1806_1890532",TRUE,FALSE,FALSE,FALSE,TRUE
"b1807_1891267",TRUE,TRUE,FALSE,FALSE,TRUE
"b1808_1893235",FALSE,TRUE,FALSE,FALSE,TRUE
"b1809_1893367",TRUE,FALSE,FALSE,TRUE,TRUE
"b1810_1894133",TRUE,FALSE,FALSE,FALSE,TRUE
"b1811_1894731",TRUE,FALSE,FALSE,FALSE,TRUE
"b1812_1894805",TRUE,FALSE,FALSE,FALSE,TRUE
"b1813_1896170",TRUE,FALSE,FALSE,FALSE,TRUE
"b1814_1896932",TRUE,FALSE,FALSE,TRUE,TRUE
"b1815_1898427",FALSE,FALSE,FALSE,FALSE,TRUE
"b1816_1901585",TRUE,FALSE,FALSE,FALSE,TRUE
"b1817_1902048",TRUE,FALSE,FALSE,TRUE,TRUE
"b1818_1903082",TRUE,FALSE,FALSE,TRUE,TRUE
"b1819_1903895",TRUE,FALSE,FALSE,TRUE,TRUE
"b1820_1904801",TRUE,FALSE,FALSE,FALSE,TRUE
"b1821_1905688",TRUE,FALSE,FALSE,TRUE,TRUE
"b1822_1907060",TRUE,TRUE,FALSE,FALSE,TRUE
"b1823_1907435",TRUE,FALSE,FALSE,FALSE,TRUE
"b1824_1907591",FALSE,FALSE,FALSE,FALSE,TRUE
"b1825_1908548",TRUE,FALSE,FALSE,FALSE,TRUE
"b1826_1908766",TRUE,FALSE,FALSE,FALSE,TRUE
"b4536_1908925",TRUE,FALSE,FALSE,TRUE,TRUE
"b1827_1910099",TRUE,FALSE,FALSE,FALSE,TRUE
"b1828_1910276",FALSE,FALSE,FALSE,FALSE,TRUE
"b1829_1912576",TRUE,FALSE,FALSE,FALSE,TRUE
"b1830_1914816",TRUE,FALSE,FALSE,FALSE,TRUE
"b1831_1915534",TRUE,TRUE,FALSE,FALSE,TRUE
"b1832_1916128",TRUE,FALSE,FALSE,FALSE,TRUE
"b1833_1916258",TRUE,FALSE,FALSE,FALSE,TRUE
"b1834_1917510",TRUE,FALSE,FALSE,FALSE,TRUE
"b1835_1920223",FALSE,FALSE,FALSE,FALSE,TRUE
"b1836_1921780",TRUE,FALSE,FALSE,FALSE,TRUE
"b1837_1922121",FALSE,FALSE,FALSE,FALSE,TRUE
"b1838_1922969",TRUE,FALSE,FALSE,FALSE,TRUE
"b1839_1923706",TRUE,TRUE,FALSE,FALSE,TRUE
"b1840_1924591",FALSE,FALSE,FALSE,FALSE,TRUE
"b1841_1924969",TRUE,FALSE,FALSE,FALSE,TRUE
"b1842_1925108",TRUE,FALSE,FALSE,TRUE,TRUE
"b1843_1925440",TRUE,FALSE,FALSE,FALSE,TRUE
"b1844_1926120",FALSE,FALSE,FALSE,TRUE,TRUE
"b1845_1928839",FALSE,FALSE,FALSE,FALSE,TRUE
"b1846_1929707",TRUE,TRUE,FALSE,FALSE,TRUE
"b1847_1930390",TRUE,FALSE,FALSE,FALSE,TRUE
"b1848_1930747",TRUE,TRUE,FALSE,FALSE,TRUE
"b1849_1930881",TRUE,TRUE,FALSE,TRUE,TRUE
"b1850_1932756",TRUE,TRUE,FALSE,FALSE,TRUE
"b1851_1934604",TRUE,FALSE,FALSE,FALSE,TRUE
"b1852_1936314",TRUE,FALSE,FALSE,FALSE,TRUE
"b1853_1936652",FALSE,FALSE,FALSE,FALSE,TRUE
"b1854_1937649",TRUE,FALSE,FALSE,TRUE,TRUE
"b1855_1940193",TRUE,FALSE,FALSE,FALSE,TRUE
"b1856_1941635",TRUE,TRUE,FALSE,FALSE,TRUE
"b1857_1942583",TRUE,FALSE,FALSE,FALSE,TRUE
"b1858_1942662",FALSE,FALSE,FALSE,FALSE,TRUE
"b1859_1943414",TRUE,FALSE,FALSE,FALSE,TRUE
"b1860_1945356",TRUE,TRUE,FALSE,FALSE,TRUE
"b1861_1945976",TRUE,FALSE,FALSE,FALSE,TRUE
"b4677_1946180",TRUE,FALSE,FALSE,FALSE,TRUE
"b1862_1946251",TRUE,FALSE,FALSE,FALSE,TRUE
"b1863_1947376",TRUE,FALSE,FALSE,FALSE,TRUE
"b1864_1948151",TRUE,FALSE,FALSE,FALSE,TRUE
"b1865_1948632",TRUE,FALSE,FALSE,FALSE,TRUE
"b1866_1950522",TRUE,TRUE,FALSE,FALSE,TRUE
"b1867_1950832",TRUE,FALSE,FALSE,TRUE,TRUE
"b1868_1951395",FALSE,FALSE,FALSE,FALSE,TRUE
"b1869_1952266",TRUE,FALSE,FALSE,FALSE,TRUE
"b1870_1952702",TRUE,FALSE,FALSE,FALSE,TRUE
"b1871_1953442",TRUE,FALSE,FALSE,FALSE,TRUE
"b1872_1957007",TRUE,FALSE,FALSE,FALSE,TRUE
"b1873_1958132",FALSE,FALSE,FALSE,FALSE,TRUE
"b1874_1959266",TRUE,FALSE,FALSE,FALSE,TRUE
"b1875_1959846",TRUE,FALSE,FALSE,FALSE,TRUE
"b1876_1960062",TRUE,FALSE,FALSE,TRUE,TRUE
"b1877_1961972",TRUE,TRUE,FALSE,FALSE,TRUE
"b1878_1962972",FALSE,FALSE,FALSE,FALSE,TRUE
"b1879_1965050",TRUE,FALSE,FALSE,FALSE,TRUE
"b1880_1966191",TRUE,FALSE,FALSE,FALSE,TRUE
"b1881_1967037",TRUE,FALSE,FALSE,FALSE,TRUE
"b1882_1967437",TRUE,FALSE,FALSE,FALSE,TRUE
"b1883_1968501",TRUE,FALSE,FALSE,FALSE,TRUE
"b1884_1969364",FALSE,FALSE,FALSE,FALSE,TRUE
"b1885_1970984",TRUE,TRUE,FALSE,FALSE,TRUE
"b1886_1972691",TRUE,FALSE,FALSE,FALSE,TRUE
"b1887_1973339",TRUE,TRUE,FALSE,FALSE,TRUE
