"","Control_R1","Control_R2","Control_R3","Control_R4","Control_R5"
"b2146_preT_2234033_1",126.998833829819,119.623873507522,104.004318233463,110.322369080061,121.59368659634
"b2147_preA_2235265_1",1049.52958918587,791.88569733564,1183.70474368294,821.701583174032,917.537661324087
"b2148_mglC_2237753_-1",7.15684035947044,8.74217021932861,9.08278793920768,9.14589588228488,7.3403012905927
"b2149_mglA_2239289_-1",49.2559012975318,46.1453795121523,47.5886917378205,50.3024273525669,47.2332430872921
"b2150_mglB_2240348_-1",572.547228757635,589.70917846585,624.153835991469,589.624475161054,638.446640514378
"b2151_galS_2241668_-1",19.7865586408889,23.1280199473377,14.5836313390095,19.0063148803733,22.0209038717781
"b2152_yeiB_2242967_-1",9.82311421888099,10.1807551921295,9.72242089267301,8.28846814332067,8.61687542808708
"b2153_folE_2243652_-1",25.5400969690906,36.8499073802079,26.4808042734646,35.7261557901753,27.2867721889424
"b2154_yeiG_2243910_1",397.555465458427,445.850681185759,422.66945564989,526.460631724024,528.022977621114
"b2155_cirA_2246769_-1",127.279494236072,92.1800986417814,132.27609477663,106.606848877883,103.721648671419
"b2156_lysP_2248532_-1",22.1721720940457,20.9148122968748,15.8628972459402,17.1485547792842,20.7443297342837
"b2157_yeiE_2249618_-1",23.2948137190606,22.0214161221062,24.6898320037617,23.0076443288729,18.3507532264817
"b2158_yeiH_2249717_1",237.158043284413,216.009066685183,299.476148812467,218.501168812712,233.932210695846
"b2159_nfo_2250840_1",131.629730533005,120.841137715276,133.811213864947,117.467600238096,108.030086385462
"b2160_yeiI_2251700_1",76.9009513135255,79.5648150341427,67.8010930673249,80.1694935931534,89.3601896246068
"b2161_nupX_2254145_-1",11.2264162501497,11.3980193998841,9.85034748336608,12.1468929686596,13.8827437452514
"b2162_rihB_2255186_-1",194.637991736971,247.54727570428,218.114837131677,260.372223398798,241.751227287999
"b2163_yeiL_2255355_1",13.1910390939259,12.7259439901619,10.7458336182175,12.7185114613024,14.0423155124382
"b2164_psuT_2257335_-1",171.623838424164,168.646422965276,172.828824026332,188.062484079483,194.039268899146
"b2165_psuG_2258367_-1",222.563702159218,231.280199473377,270.820592497221,261.229651137762,293.133336322147
"b2166_psuK_2259296_-1",330.758288770036,325.230864235529,417.808245203553,339.398480006666,369.887356338997
"b2167_fruA_2261410_-1",81.2511876104585,99.2623631232628,124.600499335046,128.32835159831,109.466232290143
"b2168_fruK_2262365_-1",92.758264266862,64.8469841585641,138.416571129897,89.0295802291169,85.6900389793104
