"","genenames","transcript","01_no_PNA","02_PNA15_5nM","03_PNA15_0.5nM","07_no_PNA","08_PNA15_5nM","09_PNA15_0.5nM","13_no_PNA","14_PNA15_5nM","15_PNA15_0.5nM","74_PNA15_16nM","75_PNA15_63nM","76_PNA15_250nM","77_PNA15_1000nM","78_PNA14_1000nM","79_no_PNA","80_PNA15_16nM","81_PNA15_63nM","82_PNA15_250nM","83_PNA15_1000nM","84_PNA14_1000nM","85_no_PNA","86_PNA15_16nM","87_PNA15_63nM","88_PNA15_250nM","89_PNA15_1000nM","90_PNA14_1000nM"
"1898","b2066_udk_2142948_-1","b2066_udk_2142948_-1",102.452,135.608,123.36,146.163,101.379,122.654,121.397,117.988,135.162,140.737,120.153,135.547,126.369,89.931,143.212,111.532,131.036,106.964,157.85,91.761,121.22,131.241,147.153,142.441,127.322,96.001
"1899","b2067_yegE_2143266_1","b2067_yegE_2143266_1",41.265,25.925,35.073,27.193,21.041,21.229,23.496,22.474,28.243,16.557,21.397,45.182,18.534,25.694,35.072,50.109,20.799,25.671,16.742,27.528,27.848,13.999,26.161,23.188,25.833,14.546
"1900","b2068_alkA_2147540_-1","b2068_alkA_2147540_-1",5775.704,5280.724,6354.243,5216.541,5958.401,5901.532,5639.093,5317.341,4874.919,5499.093,4750.166,4746.397,4935.149,4833.766,4240.819,4705.356,5014.745,5082.937,4886.188,5195.489,4393.408,4565.453,4818.458,5016.901,4985.861,5202.968
"1901","b2069_yegD_2147674_1","b2069_yegD_2147674_1",86.799,95.723,101.59,80.446,93.728,96.708,80.931,123.607,93.807,151.085,120.153,140.065,124.685,86.719,81.835,100.217,141.436,132.636,141.109,89.925,113.03,108.493,122.628,109.315,143.929,98.91
"1902","b2070_yegI_2150985_-1","b2070_yegI_2150985_-1",846.648,892.418,856.263,804.462,780.426,844.424,703.581,793.331,753.479,813.377,877.283,939.791,911.545,897.699,885.574,607.768,744.62,885.663,851.436,739.591,936.998,941.439,863.3,881.146,880.183,756.372
"1903","b2071_yegJ_2151185_1","b2071_yegJ_2151185_1",7486.076,7713.686,7586.633,6321.261,6916.719,7099.765,6825.652,5920.767,6111.553,5679.153,7526.857,6463.324,6980.65,7241.014,5582.333,6287.817,6383.348,5587.808,5921.782,6999.504,6745.733,6080.855,6406.08,6547.312,6513.727,6443.709
"1904","b2072_yegK_2152472_-1","b2072_yegK_2152472_-1",25.613,20.939,24.188,27.193,43.995,18.87,16.969,29.216,32.278,37.254,18.105,27.109,33.699,24.089,18.997,38.794,35.359,55.621,28.7,34.869,24.572,20.999,26.161,43.064,25.833,14.546
"1905","b2073_yegL_2153128_-1","b2073_yegL_2153128_-1",665.935,804.672,608.334,795.398,545.151,864.473,622.65,703.435,792.817,651.944,579.369,657.402,643.642,634.331,755.515,572.207,736.3,727.356,791.644,561.575,689.644,663.207,691.621,723.799,756.552,714.19
"1906","b2074_mdtA_2154016_1","b2074_mdtA_2154016_1",1276.375,1377.017,1109.03,1319.998,1205.07,1452.975,956.818,1110.214,1175.105,1111.409,1018.833,1179.257,1081.723,1106.467,1288.905,947.213,1031.652,1026.856,1100.17,1014.873,1109,1140.926,1116.731,1074.932,1217.864,1114.194
"1907","b2075_mdtB_2155263_1","b2075_mdtB_2155263_1",48.38,43.873,37.492,61.184,51.646,50.713,48.298,62.927,50.434,47.602,52.67,45.182,47.178,35.33,59.915,79.204,49.919,51.343,33.483,78.914,44.229,57.746,52.321,59.626,64.584,56.728
"1908","b2076_mdtC_2158386_1","b2076_mdtC_2158386_1",342.928,261.244,270.908,274.197,265.88,232.335,309.367,350.594,375.227,138.667,256.766,248.502,271.273,244.097,289.346,294.186,280.792,363.678,308.526,262.436,352.193,267.733,246.891,301.445,304.466,277.821
"1909","b2077_iceT_2161464_1","b2077_iceT_2161464_1",214.864,182.472,198.343,185.819,177.891,220.541,174.916,191.029,177.527,198.688,167.885,171.693,185.342,173.437,216.279,185.887,147.676,179.7,176.984,187.192,221.145,211.736,183.124,160.66,188.215,180.366
"1910","b2078_baeS_2162876_1","b2078_baeS_2162876_1",257.552,274.207,292.677,287.794,246.752,239.411,227.13,239.348,280.411,349.773,279.809,327.571,313.396,290.668,306.882,292.569,324.471,286.664,318.093,295.469,271.926,216.986,271.416,301.445,348.752,330.186
"1911","b2079_baeR_2164276_1","b2079_baeR_2164276_1",941.985,1005.092,849.006,909.836,860.764,952.925,828.894,954.02,905.789,1152.802,1087.962,1041.451,936.819,1053.472,990.791,979.542,958.854,919.892,947.103,890.079,938.636,934.439,953.227,843.051,883.874,936.738
"1912","b2080_yegP_2165189_1","b2080_yegP_2165189_1",926.332,1009.081,957.853,938.162,826.334,872.729,746.658,843.897,727.254,1212.822,938.182,1043.71,965.463,863.976,954.257,801.737,807.018,1056.806,942.319,800.153,981.227,906.441,930.337,952.366,1066.554,942.556
"1913","b2081_yegQ_2165668_1","b2081_yegQ_2165668_1",1052.974,880.453,1030.418,899.638,899.02,930.517,956.818,759.62,801.895,548.461,627.101,801.985,648.697,709.809,705.829,709.602,680.142,697.406,703.152,697.381,851.817,670.206,658.92,604.546,725.183,656.007
"1914","b2082_ogrK_2167520_-1","b2082_ogrK_2167520_-1",1583.73,1403.939,1672.615,1407.243,1646.929,1450.616,1720.446,1629.363,1458.542,1614.337,1718.355,1524.902,1469.256,1681.38,1638.166,1716.622,1661.875,1458.991,1478.054,1736.112,1584.051,1685.14,1541.841,1565.194,1843.403,1662.564
"1915","b2083_yegZ_2167814_-1","b2083_yegZ_2167814_-1",257.552,257.256,255.186,303.656,309.875,310.172,287.176,319.13,362.114,281.474,269.933,214.616,224.095,244.097,284.962,197.201,259.993,231.043,301.351,225.731,253.907,188.988,286.132,240.162,214.049,261.821
"1916","b2085_yegR_2168306_-1","b2085_yegR_2168306_-1",1580.884,1404.936,1644.798,1457.097,1868.815,1732.484,1418.911,1437.21,1244.703,1353.559,1876.365,1619.784,1812.981,1983.29,1714.156,1567.913,1566.198,1604.462,1564.154,2226.114,1543.099,1686.89,1654.659,1684.446,1511.258,1384.743
"1917","b2086_yegS_2168712_1","b2086_yegS_2168712_1",1263.569,1136.712,1281.975,1143.243,1308.362,1132.188,1233.552,1173.141,1056.081,1030.692,1356.25,1036.933,1135.64,1289.54,1220.222,945.597,1012.933,1065.363,973.411,1213.076,1102.447,1123.427,1126.541,1114.683,1022.268,1038.557
"1918","b2091_gatD_2172873_-1","b2091_gatD_2172873_-1",3082.083,3659.414,3463.752,3353.815,3684.071,3357.646,3089.753,3139.613,2942.301,3953.055,4187.257,3300.565,3806.249,3744.965,3060.054,3533.462,3754.299,3469.917,3597.076,3547.468,3523.573,3401.779,3351.829,3582.554,3079.719,3482.221
"1919","b2092_gatC_2174278_-1;b2092_gatC_2173362_-1","b2092_gatC_2174278_-1;b2092_gatC_2173362_-1",449.648,571.347,506.743,624.308,504.982,510.664,445.123,503.417,494.25,689.198,715.981,673.216,599.834,608.637,675.141,630.398,588.624,560.492,631.402,612.961,642.139,657.957,642.57,700.61,645.837,753.463
"1920","b2093_gatB_2174566_-1","b2093_gatB_2174566_-1",1683.335,1806.773,1597.631,1791.345,1698.575,1686.489,1399.331,1276.521,1432.316,1655.73,2003.102,1694.335,1775.912,1776.128,1625.014,1626.104,1416.442,2015.205,1616.771,1692.067,1977.198,1889.877,1782.192,1555.256,1638.581,1712.019
"1921","b2094_gatA_2175049_-1","b2094_gatA_2175049_-1",684.433,761.796,813.933,820.325,868.415,740.64,699.665,695.569,665.725,1177.638,860.824,1003.046,951.983,830.252,796.432,803.353,956.774,966.956,1186.27,759.778,832.159,930.939,899.271,909.303,1013.041,830.555
"1922","b2095_gatZ_2176321_-1","b2095_gatZ_2176321_-1",3567.305,3810.976,3067.065,4771.255,3272.817,4572.39,2388.783,2491.239,2999.795,2108.986,1780.901,2893.924,2266.226,2535.72,3368.397,2473.1,1903.149,2263.362,2331.881,2128.848,2978.082,2617.83,2524.499,2302.242,2902.576,2734.576
"1923","b2096_gatY_2177204_-1","b2096_gatY_2177204_-1",630.361,860.511,685.736,950.625,636.966,796.07,588.711,638.261,747.427,832.004,707.752,955.605,820.559,817.404,884.113,782.34,705.101,804.371,844.261,684.535,958.294,790.949,686.716,750.299,714.111,884.374
"1924","b2097_fbaB_2178564_-1","b2097_fbaB_2178564_-1",1613.611,1575.443,1400.497,1774.349,1434.607,1565.015,1668.232,1672.063,1813.595,1471.53,1771.025,1780.181,1708.515,1882.118,1816.45,1824.922,1753.393,1878.291,1755.488,1881.094,1990.302,1709.639,1788.732,1722.541,1679.176,1920.022
"1925","b2098_yegT_2178821_1","b2098_yegT_2178821_1",1801.439,2288.38,1863.702,2286.486,1864.989,2506.146,2070.278,2008.049,2441.999,1519.132,1989.934,2051.275,1812.981,1941.536,2308.923,1723.088,1507.959,1788.441,1915.73,1633.34,2276.972,1713.139,1805.082,1762.292,1592.449,1786.202
"1926","b2099_yegU_2180095_1","b2099_yegU_2180095_1",7390.739,7585.058,9109.281,6120.712,7949.636,7784.975,8240.647,5861.211,6819.642,5544.625,7362.264,7095.876,7444.005,8406.899,5998.816,6234.475,7053.09,6413.571,6361.85,8350.221,6504.931,5774.625,6347.219,7254.548,6155.748,7054.625
"1927","b2100_yegV_2181096_1","b2100_yegV_2181096_1",257.552,149.567,199.553,158.626,160.676,102.605,197.107,192.152,177.527,105.553,133.321,121.992,192.082,168.62,159.286,218.215,195.515,226.764,160.242,174.345,150.706,216.986,194.57,203.724,236.192,171.638
"1928","b2101_yegW_2182781_-1","b2101_yegW_2182781_-1",244.745,204.409,284.211,235.673,298.398,228.796,285.871,261.822,273.351,256.638,240.306,223.652,232.52,220.009,232.354,219.831,191.355,222.485,239.167,293.634,214.592,278.232,279.592,200.411,221.43,260.367
"1929","b2102_yegX_2183651_-1","b2102_yegX_2183651_-1",1744.522,1634.272,1596.422,1701.834,1551.288,2141.723,1609.491,1720.382,1923.54,1531.55,1922.451,1856.991,1684.926,1724.739,1964.046,1584.077,1666.035,1985.255,1698.088,1554.426,1962.455,1718.388,1778.922,1808.668,1625.664,1981.113
"1930","b2103_thiD_2184516_-1","b2103_thiD_2184516_-1",2224.052,1491.685,1909.659,1539.809,1788.477,1296.12,1886.224,1861.968,1596.73,1409.44,1459.944,1640.116,1915.761,1774.522,1511.029,1920.289,1986.346,1861.176,1745.921,1888.435,1405.498,1574.898,1553.286,1777.199,1843.403,1633.473
"1931","b2104_thiM_2185301_-1","b2104_thiM_2185301_-1",229.093,186.461,232.207,249.27,242.927,161.573,219.298,268.564,263.264,306.31,189.282,280.13,298.232,205.556,226.508,450.977,241.273,569.049,313.309,170.675,219.507,293.981,274.686,225.255,337.68,238.548
"1932","b2105_rcnR_2185796_-1","b2105_rcnR_2185796_-1",139.448,136.605,133.035,156.36,147.286,150.958,173.611,153.947,147.266,124.18,181.053,119.733,129.739,168.62,173.9,155.175,143.516,162.586,136.325,172.51,188.383,118.992,171.679,159.004,180.834,126.547
"1933","b2106_rcnA_2185917_1","b2106_rcnA_2185917_1",560.637,627.186,492.23,498.54,434.208,568.453,452.955,553.983,639.499,463.604,411.484,456.341,392.588,483.377,540.697,303.884,305.752,462.085,471.16,425.77,538.938,507.467,508.497,465.417,474.229,529.461
"1934","b2107_rcnB_2186960_1","b2107_rcnB_2186960_1",2451.722,2736.085,2204.756,2598.073,2519.17,3230.275,2614.607,2805.875,2937.257,2092.429,2197.322,2110.012,2072.459,2259.505,2324.998,1918.673,2154.822,2246.247,2162.072,2255.477,2324.477,2192.607,2285.784,2007.423,1978.106,2212.389
"1935","b2108_yehA_2188414_-1","b2108_yehA_2188414_-1",994.633,1039.992,945.759,915.501,1034.83,1031.943,981.62,1049.534,1006.656,1098.991,1232.805,1066.302,1029.49,1153.038,949.873,947.213,1056.612,821.485,1009.286,1040.566,881.303,1016.684,1072.585,998.743,913.398,1005.102
"1936","b2109_yehB_2190910_-1","b2109_yehB_2190910_-1",1148.311,1293.259,1117.495,1189.698,1105.604,1165.211,1254.437,1339.448,1218.478,1454.973,1445.13,1362.245,1307.503,1312.022,1430.655,1275.344,1312.445,1266.456,1296.287,1310.342,1287.554,1279.167,1149.432,1111.37,1208.638,1150.558
"1937","b2110_yehC_2191645_-1","b2110_yehC_2191645_-1",287.433,252.27,252.767,250.403,200.845,209.927,255.848,305.646,297.559,188.339,243.598,176.211,198.821,263.368,268.887,429.964,232.954,205.371,208.076,264.271,252.269,222.236,206.015,238.506,204.823,224.003
"1938","b2111_yehD_2192222_-1","b2111_yehD_2192222_-1",728.544,746.84,789.745,657.166,696.263,533.072,694.444,737.146,729.271,900.303,846.01,770.358,759.902,791.71,641.53,677.274,655.182,748.749,707.935,732.25,778.102,708.704,732.497,640.984,710.421,663.28
"1939","b2112_yehE_2192796_-1","b2112_yehE_2192796_-1",8992.967,8987.002,10523.082,9194.664,12693.403,11136.725,12138.409,10155.986,9472.453,9321.759,10887.855,8654.664,9029.52,10924.955,8111.919,8739.903,9709.178,8411.662,8645.898,11444.391,8298.66,8331.208,9319.719,9150.999,8032.366,8702.644
"1940","b2113_mrp_2194168_-1","b2113_mrp_2194168_-1",10492.743,8675.902,12660.11,9167.471,12092.781,9576.427,12695.792,9719.991,9046.793,8990.613,8855.126,10419.032,10857.666,9571.179,8928.81,10172.038,9873.494,11077.209,8899.415,10042.288,9428.956,8744.182,9125.149,11936.878,11737.625,10699.758
"1941","b2114_metG_2194300_1","b2114_metG_2194300_1",126.641,114.668,110.056,165.425,122.42,128.551,142.283,175.297,132.136,78.647,92.172,155.879,131.424,120.443,169.516,116.381,135.196,119.8,136.325,97.266,163.811,118.992,130.803,117.597,127.322,109.092
"1942","b2118_yehI_2200279_1","b2118_yehI_2200279_1",7726.552,7451.444,8046.209,7175.577,7722.011,7917.064,8777.144,7626.541,8364.929,6848.512,6827.335,6944.515,6960.431,6947.134,7696.897,7299.686,7333.882,7414.756,7237.203,7105.946,7610.655,7041.542,7029.03,7509.617,7368.077,7168.081
"1943","b2119_yehL_2204596_1","b2119_yehL_2204596_1",433.996,373.918,264.861,397.699,250.578,357.347,297.619,291.038,369.175,254.568,260.058,318.535,284.753,255.338,369.72,323.281,249.593,218.207,308.526,223.896,316.155,285.231,333.548,263.35,304.466,274.912
"1944","b2120_yehM_2205695_1","b2120_yehM_2205695_1",22.767,18.945,7.256,7.931,28.692,17.69,14.359,15.732,15.13,12.418,13.167,15.814,8.425,22.483,17.536,22.63,18.719,8.557,14.35,16.517,14.743,29.748,26.161,24.844,18.452,7.273
"1945","b2121_yehP_2207967_1","b2121_yehP_2207967_1",344.351,353.976,372.498,316.12,309.875,281.868,399.436,442.737,427.678,480.162,344,393.086,422.917,383.811,331.725,413.8,415.989,393.628,463.985,324.833,381.679,323.729,394.044,392.541,433.633,424.732
"1946","b2122_yehQ_2209100_1","b2122_yehQ_2209100_1",1323.332,1415.904,1712.525,1352.856,1417.392,1256.022,1636.903,1486.653,1493.845,1794.397,1288.766,1511.347,1811.296,1493.489,1091.624,1385.259,1437.241,1493.22,1592.854,1236.934,1235.134,1441.906,1327.651,1545.318,1529.711,1304.742
"1947","b2123_yehR_2211225_1","b2123_yehR_2211225_1",2636.704,3757.131,2078.977,3367.411,1947.24,2994.403,2289.576,2662.041,3637.277,2605.705,2967.619,2570.871,2561.088,2556.597,3244.183,2883.667,2144.422,2297.59,2724.116,2193.08,3852.832,3102.548,2740.324,2451.308,2782.634,2896.033
"1948","b2124_yehS_2212196_-1","b2124_yehS_2212196_-1",52.649,67.804,48.376,66.85,57.384,41.278,48.298,60.68,55.477,74.508,47.732,51.96,69.082,49.783,58.454,66.273,64.478,42.786,57.4,42.21,76.991,48.997,65.402,62.939,68.274,37.819
"1949","b2125_yehT_2212962_-1","b2125_yehT_2212962_-1",9220.637,8294.007,11257.194,7752.297,10837.978,9074.019,11261.217,9740.218,8375.016,9483.193,10013.863,8934.794,10074.175,10207.116,7679.361,9252.304,10774.11,9318.718,8418.689,10077.157,8031.649,8336.458,9211.806,10391.56,9375.707,9492.471
"1950","b2126_yehU_2214644_-1","b2126_yehU_2214644_-1",194.942,137.602,158.433,151.828,174.066,136.806,155.336,143.833,133.145,138.667,143.196,176.211,171.862,142.925,162.209,218.215,135.196,132.636,124.367,170.675,180.192,162.739,178.219,183.848,178.989,129.456
"1951","b2127_mlrA_2214866_1","b2127_mlrA_2214866_1",109.566,59.827,60.471,65.717,65.036,40.098,75.71,73.04,67.581,70.369,92.172,58.737,72.452,65.842,102.294,113.148,87.358,55.621,76.534,84.42,58.972,71.745,116.088,84.471,108.87,81.455
"1952","b2128_yehW_2216476_-1","b2128_yehW_2216476_-1",221.978,216.374,270.908,207.347,265.88,183.981,325.031,334.862,254.186,192.479,240.306,257.539,294.862,263.368,213.356,274.789,266.233,380.792,253.517,310.151,217.869,251.984,282.862,253.412,226.966,253.094
"1953","b2129_yehX_2217407_-1","b2129_yehX_2217407_-1",936.293,877.462,934.874,859.982,826.334,843.245,980.315,946.154,861.407,774.054,933.245,804.244,813.819,815.798,881.19,780.724,865.257,859.992,863.394,838.693,887.855,890.692,778.278,831.457,856.195,904.738
"1954","b2130_yehY_2218557_-1","b2130_yehY_2218557_-1",599.057,499.555,552.701,566.523,721.129,508.305,639.619,684.332,616.3,513.276,508.594,492.487,459.985,452.864,517.316,505.935,553.265,564.771,564.435,578.092,481.604,542.465,551.008,428.979,599.706,477.096
"1955","b2131_osmF_2219481_-1","b2131_osmF_2219481_-1",2502.948,2572.558,1937.476,2627.533,1671.795,2273.812,2018.064,1831.628,2204.96,1833.721,1413.857,1956.392,1701.776,1650.868,2026.884,1865.332,1607.797,1805.555,1992.264,1693.902,2240.933,1821.632,1937.52,1740.76,1959.654,1989.841
"1956","b2132_bglX_2221989_-1","b2132_bglX_2221989_-1",553.523,666.073,540.607,599.381,445.685,514.202,553.467,518.025,561.831,511.207,414.775,483.45,498.738,518.706,536.313,460.676,495.027,457.807,595.527,411.088,543.852,596.711,523.212,472.043,459.467,541.097
"1957","b2133_dld_2222185_1","b2133_dld_2222185_1",941.985,1220.469,989.298,1399.311,1038.655,1131.009,960.734,1141.678,1366.753,1452.903,1249.264,1296.731,1240.106,1209.245,1616.246,1302.823,1125.25,1292.127,1214.97,1102.963,1507.06,1345.663,1245.899,1180.934,1337.805,1348.379
"1958","b2134_pbpG_2224870_-1","b2134_pbpG_2224870_-1",155.1,199.423,137.873,181.287,158.763,166.29,148.809,143.833,171.474,142.807,158.01,187.506,151.643,141.319,189.975,153.559,131.036,128.357,153.067,181.686,186.744,167.989,196.205,135.816,204.823,136.729
"1959","b2135_yohC_2225631_-1","b2135_yohC_2225631_-1",5018.701,4264.663,5979.326,3777.574,5063.206,3683.151,6184.728,4792.574,4489.606,5136.902,5239.008,5159.815,5961.27,5378.167,4207.208,5460.217,5399.534,5219.851,4709.204,5408.374,4431.085,4906.681,5163.451,6317.088,5576.34,5607.336
"1960","b2136_yohD_2225801_1","b2136_yohD_2225801_1",2954.019,2380.115,3224.289,2431.516,4083.848,2112.239,3901.678,2902.513,2373.409,3973.752,3365.935,2439.843,2778.444,2935.59,2209.552,2613.727,3061.677,2271.919,2984.808,3270.35,2598.041,2689.575,3100.033,2837.224,2825.075,2920.76
"1961","b2137_yohF_2227270_-1","b2137_yohF_2227270_-1",1624.995,1676.151,1904.822,1594.195,1920.461,1569.732,1948.881,1804.66,1582.609,2367.694,2618.681,2042.239,2215.678,2135.85,2142.33,2035.054,2233.86,2477.29,2102.281,2255.477,2234.381,2133.111,2168.061,2125.019,2035.309,2165.843
"1962","b2139_mdtQ_2228758_-1;b2139_mdtQ_2228609_-1","b2139_mdtQ_2228758_-1;b2139_mdtQ_2228609_-1",183.559,148.57,141.501,188.086,170.24,155.676,126.619,318.007,144.24,171.782,228.785,266.575,210.616,200.738,166.593,129.312,203.835,154.028,176.984,192.697,203.126,211.736,220.73,178.879,169.763,160.002
"1963","b2140_dusC_2230385_-1","b2140_dusC_2230385_-1",3036.549,2473.844,2958.218,2390.726,2660.718,2055.63,2656.378,2698,2451.077,2907.875,2370.145,2588.944,2807.087,2365.494,2272.389,2662.22,2691.447,2631.318,2293.614,2246.301,2719.261,2602.081,2568.645,2797.473,2945.016,2491.665
"1964","b2141_yohJ_2230624_1","b2141_yohJ_2230624_1",3171.728,3453.011,3433.517,3277.901,3948.038,2994.403,4767.122,5338.691,4370.582,3984.1,3927.199,3368.338,4085.946,3703.211,3451.694,3596.502,4446.92,4727.816,3570.768,3569.49,3666.088,3382.53,3796.559,3768.059,3243.947,3687.315
"1965","b2142_yohK_2231019_1","b2142_yohK_2231019_1",10468.553,8021.795,10191.703,7563.079,9399.545,7820.356,8855.465,7879.373,7010.281,7146.544,6445.478,7701.318,8032.044,7692.273,6713.413,7314.234,8207.459,8095.048,7344.828,7439.955,7320.709,7521.011,7047.015,7713.34,8194.748,7179.718
"1966","b2143_cdd_2231844_1","b2143_cdd_2231844_1",1508.314,1548.52,1360.587,1578.332,1149.598,1649.929,1245.3,1322.593,1382.891,1237.658,1063.273,1418.723,1288.969,1299.175,1522.72,1356.164,1239.647,1369.141,1037.986,1002.027,1222.029,1326.414,1213.198,1306.812,1389.472,1490.926
"1967","b2145_yeiS_2233600_1","b2145_yeiS_2233600_1",3029.434,2968.413,2808.251,2779.361,2599.508,2789.193,2749.058,2501.353,2774.861,1999.294,2162.757,2433.065,2663.869,2731.64,2630.419,2458.552,2564.571,2062.269,2329.49,2503.231,2789.7,2504.087,2403.506,2785.879,2633.169,2565.847
"1968","b2146_preT_2234033_1","b2146_preT_2234033_1",1287.759,1392.97,1077.585,1224.822,879.892,1185.26,1061.246,1164.152,1318.336,850.631,821.321,1034.674,933.449,1010.113,1128.157,788.806,779.979,907.056,844.261,897.419,1248.239,1077.93,1026.804,997.086,1064.708,1210.196
"1969","b2147_preA_2235265_1","b2147_preA_2235265_1",10642.151,9122.61,11022.568,8108.074,9587,8453.674,12078.363,9643.58,10340.921,10008.887,9284.715,8717.919,9305.848,10194.269,8402.726,8946.803,9738.297,9096.232,8598.065,10523.114,9419.127,8112.473,9282.113,10227.588,7879.21,9866.294
"1970","b2148_mglC_2237753_-1","b2148_mglC_2237753_-1",72.57,82.761,64.099,89.511,70.774,73.121,92.68,94.391,109.945,122.11,103.694,103.919,79.192,80.295,93.526,106.683,72.798,89.85,71.75,100.937,75.353,106.743,81.752,67.908,73.81,77.092
"1971","b2149_mglA_2239289_-1","b2149_mglA_2239289_-1",499.451,470.639,533.35,472.48,531.761,478.821,485.589,529.262,482.146,424.281,490.488,542.187,564.45,488.194,514.393,423.498,451.348,444.971,432.893,537.718,484.88,519.716,423.475,520.075,529.586,475.642
"1972","b2150_mglB_2240348_-1","b2150_mglB_2240348_-1",5805.586,6606.888,6009.561,6037.999,5497.414,5833.129,6368.781,5292.619,5750.448,6256.589,7196.024,6576.279,6419.57,6393.098,6029.504,6079.3,5470.253,5788.901,5268.856,6584.746,6554.074,5718.628,5902.489,6068.645,5984.14,6721.531
"1973","b2151_galS_2241668_-1","b2151_galS_2241668_-1",200.634,224.351,151.176,236.807,206.583,183.981,148.809,160.689,199.717,273.195,215.617,243.984,188.712,189.496,194.359,185.887,280.792,299.5,277.434,148.652,226.059,204.737,228.905,213.661,239.882,199.275
"1974","b2152_yeiB_2242967_-1","b2152_yeiB_2242967_-1",99.606,71.792,119.732,104.24,109.03,74.3,99.206,84.277,82.711,159.364,121.799,112.956,155.013,101.172,84.758,98.601,106.077,119.8,188.942,88.09,88.458,124.242,94.832,137.472,164.227,132.365
"1975","b2153_folE_2243652_-1","b2153_folE_2243652_-1",258.975,260.247,290.259,377.304,384.475,313.711,270.207,295.533,298.567,320.798,271.579,341.126,306.657,282.639,365.336,384.704,303.672,260.993,332.443,335.844,280.117,332.478,320.468,278.257,335.835,305.458
"1976","b2154_yeiG_2243910_1","b2154_yeiG_2243910_1",4031.183,5041.416,4310.339,4565.04,3632.425,4730.425,4312.862,4281.291,4863.824,5105.857,4374.893,5672.634,5049.724,5058.593,5383.59,5104.608,5118.742,6079.843,4778.563,5011.968,5420.503,4472.709,4365.553,5704.261,5456.399,5968.068
"1977","b2155_cirA_2246769_-1","b2155_cirA_2246769_-1",1290.605,1157.651,1267.462,943.827,1316.013,1246.587,1349.727,1168.646,1135.766,1090.712,1254.202,919.459,1000.846,1148.22,1090.162,1023.185,1085.731,984.07,985.369,1271.803,1064.771,1098.929,1013.724,1111.37,1033.339,1104.013
"1978","b2156_lysP_2248532_-1","b2156_lysP_2248532_-1",224.824,230.334,206.809,214.146,166.414,207.568,161.863,174.173,176.518,165.573,166.239,201.061,173.547,179.861,175.361,163.257,162.236,102.686,210.467,157.828,212.954,188.988,207.65,139.128,190.061,168.729
"1979","b2157_yeiE_2249618_-1","b2157_yeiE_2249618_-1",236.208,211.388,206.809,225.476,254.404,238.231,251.932,189.905,187.613,258.708,200.804,171.693,176.917,202.344,235.276,216.598,191.355,192.535,265.476,234.907,188.383,218.736,230.54,248.443,254.644,192.002
"1980","b2158_yeiH_2249717_1","b2158_yeiH_2249717_1",2404.765,2202.628,2412.774,2211.705,1987.409,1621.624,3055.814,3413.796,3053.255,2661.586,2218.719,2530.207,2561.088,2347.829,2234.394,2573.317,2398.175,2430.226,2291.223,2108.66,2401.468,2441.091,2339.74,2499.341,2491.085,2455.301
"1981","b2159_nfo_2250840_1","b2159_nfo_2250840_1",1334.716,1059.934,1436.78,1237.286,1421.217,1152.238,1365.392,1089.987,1109.541,968.602,1231.159,1140.852,1095.202,1305.599,1201.224,1005.404,1285.405,1176.606,1009.286,1479.182,1109,1104.178,1131.447,1159.403,1055.482,1099.649
"1982","b2160_yeiI_2251700_1","b2160_yeiI_2251700_1",779.77,879.456,801.839,814.66,600.622,742.999,691.833,831.537,824.086,916.86,778.527,835.872,884.586,839.887,819.814,895.489,859.017,894.22,796.427,813,917.341,817.197,712.877,866.239,817.445,900.374
"1983","b2161_nupX_2254145_-1","b2161_nupX_2254145_-1",113.835,122.645,111.266,116.704,122.42,110.86,100.512,131.473,127.093,132.458,121.799,155.879,131.424,122.049,124.214,147.093,118.557,171.143,150.675,108.278,142.515,117.242,130.803,122.565,105.179,119.274
"1984","b2162_rihB_2255186_-1","b2162_rihB_2255186_-1",1973.615,2696.2,2011.25,2534.623,2136.608,2816.319,2225.614,2265.376,2735.523,2115.195,2715.791,2385.624,2156.706,2519.661,2662.568,2327.624,2188.101,1826.948,2123.806,2739.974,2481.735,2154.11,2343.01,2305.555,1773.284,2410.209
"1985","b2163_yeiL_2255355_1","b2163_yeiL_2255355_1",133.756,141.59,134.245,130.3,89.902,102.605,109.649,122.483,138.188,134.528,120.153,151.361,90.986,97.96,130.06,121.23,122.717,94.128,112.409,99.102,144.154,153.99,134.073,110.971,145.775,114.91
